Genotype,Source,Length_uM,bloom,GDDs_since_Jan1_2021,Date,normalized_Length
27-04-44,bud8_flower_e.tif,1554.7,early,3082,4_23_2022,
27-04-44,bud7_flower_e.tif,1828.97,early,3082,4_23_2022,
27-04-44,bud6_flower_e.tif,1457.5,early,3082,4_23_2022,
27-04-44,bud5_flower_e.tif,1250.38,early,3082,4_23_2022,
27-04-44,bud4_flower_e.tif,1690.53,early,3082,4_23_2022,
27-04-44,bud3_flower_e.tif,1267.79,early,3082,4_23_2022,
27-04-44,bud2_flower_e.tif,1609.17,early,3082,4_23_2022,
27-04-44,bud1_flower_e.tif,1697.88,early,3082,4_23_2022,
27-02-08,bud10_flower_w.tif,1697.53,late,3087,4_24_2022,
27-02-08,bud9_flower_w.tif,1924.93,late,3087,4_24_2022,
27-02-08,bud8_flower_w.tif,1862.17,late,3087,4_24_2022,
27-02-08,bud7_flower_w.tif,1570.79,late,3087,4_24_2022,
27-02-08,bud6_flower_w.tif,1516.03,late,3087,4_24_2022,
27-02-08,bud5_flower_e.tif,1755.23,late,3087,4_24_2022,
27-02-08,bud4_flower_e.tif,1811.81,late,3087,4_24_2022,
27-02-08,bud3_flower_e.tif,1911.25,late,3087,4_24_2022,
27-02-08,bud2_flower_e.tif,1857.31,late,3087,4_24_2022,
27-02-08,bud1_flower_e.tif,1955.93,late,3087,4_24_2022,
27-02-19,bud10_flower_w.tif,1221.74,late,3087,4_24_2022,
27-02-19,bud9_flower_w.tif,1261.08,late,3087,4_24_2022,
27-02-19,bud8_flower_w.tif,1431.11,late,3087,4_24_2022,
27-02-19,bud7_flower_w.tif,1166.81,late,3087,4_24_2022,
27-02-19,bud6_flower_w.tif,1352.12,late,3087,4_24_2022,
27-02-19,bud5_flower_e.tif,1235.33,late,3087,4_24_2022,
27-02-19,bud4_flower_e.tif,1776.16,late,3087,4_24_2022,
27-02-19,bud3_flower_e.tif,1370.98,late,3087,4_24_2022,
27-02-19,bud2_flower_e.tif,1435.2,late,3087,4_24_2022,
27-02-19,bud1_flower_e.tif,1612.68,late,3087,4_24_2022,
27-02-51,bud10_flower_w.tif,2423.17,early,3087,4_24_2022,
27-02-51,bud9_flower_w.tif,2136.63,early,3087,4_24_2022,
27-02-51,bud8_flower_w.tif,2280.7,early,3087,4_24_2022,
27-02-51,bud7_flower_w.tif,1869.6,early,3087,4_24_2022,
27-02-51,bud6_flower_w.tif,2388.76,early,3087,4_24_2022,
27-02-51,bud5_flower_e.tif,2381.13,early,3087,4_24_2022,
27-02-51,bud4_flower_e.tif,2240.05,early,3087,4_24_2022,
27-02-51,bud3_flower_e.tif,2266.85,early,3087,4_24_2022,
27-02-51,bud2_flower_e.tif,2207.6,early,3087,4_24_2022,
27-02-51,bud1_flower_e.tif,2255.32,early,3087,4_24_2022,
27-03-08,bud10_flower_w.tif,2020.94,late,3087,4_24_2022,
27-03-08,bud9_flower_w.tif,2378.54,late,3087,4_24_2022,
27-03-08,bud8_flower_w.tif,2293.17,late,3087,4_24_2022,
27-03-08,bud7_flower_w.tif,1572.91,late,3087,4_24_2022,
27-03-08,bud6_flower_w.tif,1794.98,late,3087,4_24_2022,
27-03-08,bud5_flower_e.tif,2106.24,late,3087,4_24_2022,
27-03-08,bud4_flower_e.tif,1527.4,late,3087,4_24_2022,
27-03-08,bud3_flower_e.tif,2025.53,late,3087,4_24_2022,
27-03-08,bud2_flower_e.tif,1822.93,late,3087,4_24_2022,
27-03-08,bud1_flower_e.tif,1965.19,late,3087,4_24_2022,
27-03-24,bud10_flower_w.tif,4135.99,early,3087,4_24_2022,
27-03-24,bud9_flower_w.tif,4151.92,early,3087,4_24_2022,
27-03-24,bud8_flower_w.tif,5797.35,early,3087,4_24_2022,
27-03-24,bud7_flower_w.tif,5500.21,early,3087,4_24_2022,
27-03-24,bud6_flower_w.tif,4666.22,early,3087,4_24_2022,
27-03-24,bud5_flower_e.tif,4713.06,early,3087,4_24_2022,
27-03-24,bud4_flower_e.tif,3569.12,early,3087,4_24_2022,
27-03-24,bud3_flower_e.tif,4585.61,early,3087,4_24_2022,
27-03-24,bud2_flower_e.tif,4347.73,early,3087,4_24_2022,
27-03-24,bud1_flower_e.tif,5134.44,early,3087,4_24_2022,
27-03-25,bud10_flower_w.tif,3365.27,early,3087,4_24_2022,
27-03-25,bud9_flower_w.tif,3437.44,early,3087,4_24_2022,
27-03-25,bud8_flower_w.tif,2937.89,early,3087,4_24_2022,
27-03-25,bud7_flower_w.tif,2583.16,early,3087,4_24_2022,
27-03-25,bud6_flower_w.tif,2883.24,early,3087,4_24_2022,
27-03-25,bud4_flower_e.tif,2727.83,early,3087,4_24_2022,
27-03-25,bud1_flower_e.tif,3156.1,early,3087,4_24_2022,
27-03-25,bud3_flower_e.tif,3221,early,3087,4_24_2022,
27-03-25,bud2_flower_e.tif,3001.13,early,3087,4_24_2022,
27-03-25,bud5_flower_e_scale_probably_4.57.tif,2802.31,early,3087,4_24_2022,
27-03-27,bud10_flower_w.tif,2377.74,early,3087,4_24_2022,
27-03-27,bud9_flower_w.tif,2377.33,early,3087,4_24_2022,
27-03-27,bud8_flower_w.tif,2452.52,early,3087,4_24_2022,
27-03-27,bud7_flower_w.tif,2268.89,early,3087,4_24_2022,
27-03-27,bud6_flower_w.tif,1908.29,early,3087,4_24_2022,
27-03-27,bud5_flower_e.tif,2304.29,early,3087,4_24_2022,
27-03-27,bud4_flower_e.tif,2331.14,early,3087,4_24_2022,
27-03-27,bud3_flower_e.tif,2341.92,early,3087,4_24_2022,
27-03-27,bud2_flower_e.tif,2388.09,early,3087,4_24_2022,
27-03-27,bud1_flower_e.tif,2539.06,early,3087,4_24_2022,
27-03-28,bud10_flower_w.tif,2312.15,early,3087,4_24_2022,
27-03-28,bud9_flower_w.tif,2234.99,early,3087,4_24_2022,
27-03-28,bud8_flower_w.tif,2303.78,early,3087,4_24_2022,
27-03-28,bud7_flower_w.tif,2371.64,early,3087,4_24_2022,
27-03-28,bud6_flower_w.tif,2578.07,early,3087,4_24_2022,
27-03-28,bud5_flower_e.tif,1968.19,early,3087,4_24_2022,
27-03-28,bud4_flower_e.tif,2383.08,early,3087,4_24_2022,
27-03-28,bud3_flower_e.tif,2456.13,early,3087,4_24_2022,
27-03-28,bud2_flower_e.tif,2393.3,early,3087,4_24_2022,
27-03-28,bud1_flower_e.tif,2231,early,3087,4_24_2022,
27-03-46,bud10_flower_w.tif,2416.28,early,3087,4_24_2022,
27-03-46,bud9_flower_w.tif,2583.19,early,3087,4_24_2022,
27-03-46,bud8_flower_w.tif,2855.21,early,3087,4_24_2022,
27-03-46,bud7_flower_w.tif,3073.56,early,3087,4_24_2022,
27-03-46,bud6_flower_w.tif,2280.83,early,3087,4_24_2022,
27-03-46,bud5_flower_e.tif,2700.9,early,3087,4_24_2022,
27-03-46,bud4_flower_e.tif,2863.95,early,3087,4_24_2022,
27-03-46,bud3_flower_e.tif,2412.71,early,3087,4_24_2022,
27-03-46,bud2_flower_e.tif,2539.58,early,3087,4_24_2022,
27-03-46,bud1_flower_e.tif,2460.69,early,3087,4_24_2022,
27-04-12,bud10_flower_w.tif,1119.17,late,3087,4_24_2022,
27-04-12,bud9_flower_w.tif,1130.38,late,3087,4_24_2022,
27-04-12,bud8_flower_w.tif,1126.24,late,3087,4_24_2022,
27-04-12,bud7_flower_w.tif,1079.37,late,3087,4_24_2022,
27-04-12,bud6_flower_w.tif,1150.92,late,3087,4_24_2022,
27-04-12,bud5_flower_e.tif,1179.04,late,3087,4_24_2022,
27-04-12,bud4_flower_e.tif,1249.61,late,3087,4_24_2022,
27-04-12,bud3_flower_e.tif,1066.39,late,3087,4_24_2022,
27-04-12,bud2_flower_e.tif,1122.44,late,3087,4_24_2022,
27-04-12,bud1_flower_e.tif,1210,late,3087,4_24_2022,
27-04-40,bud10_flower_w.tif,1859.76,late,3087,4_24_2022,
27-04-40,bud9_flower_w.tif,1754.31,late,3087,4_24_2022,
27-04-40,bud8_flower_w.tif,1978.17,late,3087,4_24_2022,
27-04-40,bud7_flower_w.tif,1674.55,late,3087,4_24_2022,
27-04-40,bud6_flower_w.tif,1812.95,late,3087,4_24_2022,
27-04-40,bud5_flower_e.tif,1648.35,late,3087,4_24_2022,
27-04-40,bud4_flower_e.tif,1884.68,late,3087,4_24_2022,
27-04-40,bud3_flower_e.tif,1679.89,late,3087,4_24_2022,
27-04-40,bud2_flower_e.tif,1777.1,late,3087,4_24_2022,
27-04-40,bud1_flower_e.tif,1896.93,late,3087,4_24_2022,
27-04-44,bud10_flower_e.tif,1786.13,early,3087,4_24_2022,
27-04-44,bud9_flower_e.tif,1860.27,early,3087,4_24_2022,
27-04-44,bud8_flower_e.tif,1840.65,early,3087,4_24_2022,
27-04-44,bud7_flower_e.tif,1671.37,early,3087,4_24_2022,
27-04-44,bud6_flower_e.tif,1747.43,early,3087,4_24_2022,
27-04-44,bud5_flower_e.tif,1634.42,early,3087,4_24_2022,
27-04-44,bud4_flower_e.tif,2547.76,early,3087,4_24_2022,
27-04-44,bud3_flower_e.tif,2021.76,early,3087,4_24_2022,
27-04-44,bud2_flower_e.tif,1607.18,early,3087,4_24_2022,
27-04-44,bud1_flower_e.tif,1696.57,early,3087,4_24_2022,
27-02-08,bud10_flower_w.tif,1876.98,late,3091,4_25_2022,
27-02-08,bud9_flower_w.tif,1936.89,late,3091,4_25_2022,
27-02-08,bud8_flower_w.tif,1952.1,late,3091,4_25_2022,
27-02-08,bud7_flower_w.tif,2209.02,late,3091,4_25_2022,
27-02-08,bud6_flower_w.tif,2050.48,late,3091,4_25_2022,
27-02-08,bud5_flower_e.tif,1880.14,late,3091,4_25_2022,
27-02-08,bud4_flower_e.tif,2033.7,late,3091,4_25_2022,
27-02-08,bud3_flower_e.tif,1925.46,late,3091,4_25_2022,
27-02-08,bud2_flower_e.tif,1826.86,late,3091,4_25_2022,
27-02-08,bud1_flower_e.tif,2091,late,3091,4_25_2022,
27-02-19,bud10_flower_w.tif,1533.01,late,3091,4_25_2022,
27-02-19,bud9_flower_w.tif,1884.5,late,3091,4_25_2022,
27-02-19,bud8_flower_w.tif,1267.06,late,3091,4_25_2022,
27-02-19,bud7_flower_w.tif,1264.95,late,3091,4_25_2022,
27-02-19,bud6_flower_w.tif,1606.87,late,3091,4_25_2022,
27-02-19,bud5_flower_e.tif,1715.47,late,3091,4_25_2022,
27-02-19,bud4_flower_e.tif,1498.62,late,3091,4_25_2022,
27-02-19,bud3_flower_e.tif,1862.6,late,3091,4_25_2022,
27-02-19,bud2_flower_e.tif,1481.99,late,3091,4_25_2022,
27-02-19,bud1_flower_e.tif,1679.43,late,3091,4_25_2022,
27-02-51,bud10_flower_w.tif,2422.14,early,3091,4_25_2022,
27-02-51,bud9_flower_w.tif,2195.53,early,3091,4_25_2022,
27-02-51,bud8_flower_w.tif,2482.21,early,3091,4_25_2022,
27-02-51,bud7_flower_w.tif,2424.51,early,3091,4_25_2022,
27-02-51,bud6_flower_w.tif,2422.67,early,3091,4_25_2022,
27-02-51,bud5_flower_e.tif,2258.61,early,3091,4_25_2022,
27-02-51,bud4_flower_e.tif,2369.39,early,3091,4_25_2022,
27-02-51,bud3_flower_e.tif,2623.53,early,3091,4_25_2022,
27-02-51,bud2_flower_e.tif,2511.37,early,3091,4_25_2022,
27-02-51,bud1_flower_e.tif,2027.75,early,3091,4_25_2022,
27-03-08,bud10_flower_w.tif,2590.89,late,3091,4_25_2022,
27-03-08,bud9_flower_w.tif,1717.46,late,3091,4_25_2022,
27-03-08,bud8_flower_w.tif,2369.21,late,3091,4_25_2022,
27-03-08,bud7_flower_w.tif,1946.39,late,3091,4_25_2022,
27-03-08,bud6_flower_w.tif,1986.31,late,3091,4_25_2022,
27-03-08,bud5_flower_e.tif,2375.47,late,3091,4_25_2022,
27-03-08,bud4_flower_e.tif,2000.68,late,3091,4_25_2022,
27-03-08,bud3_flower_e.tif,2161.22,late,3091,4_25_2022,
27-03-08,bud2_flower_e.tif,2379.89,late,3091,4_25_2022,
27-03-08,bud1_flower_e.tif,2174.18,late,3091,4_25_2022,
27-03-24,bud10_flower_w.tif,5232.55,early,3091,4_25_2022,
27-03-24,bud9_flower_w.tif,4720.14,early,3091,4_25_2022,
27-03-24,bud8_flower_w.tif,5165.49,early,3091,4_25_2022,
27-03-24,bud7_flower_w.tif,4750.57,early,3091,4_25_2022,
27-03-24,bud6_flower_w.tif,5626.38,early,3091,4_25_2022,
27-03-24,bud5_flower_e.tif,6131.54,early,3091,4_25_2022,
27-03-24,bud4_flower_e.tif,5375.29,early,3091,4_25_2022,
27-03-24,bud3_flower_e.tif,5983.7,early,3091,4_25_2022,
27-03-24,bud2_flower_e.tif,5208.07,early,3091,4_25_2022,
27-03-24,bud1_flower_e.tif,5374.89,early,3091,4_25_2022,
27-03-25,bud10_flower_w.tif,3134.8,early,3091,4_25_2022,
27-03-25,bud9_flower_w.tif,3699.1,early,3091,4_25_2022,
27-03-25,bud8_flower_w.tif,3233.11,early,3091,4_25_2022,
27-03-25,bud7_flower_w.tif,3313.36,early,3091,4_25_2022,
27-03-25,bud6_flower_w.tif,3606.25,early,3091,4_25_2022,
27-03-25,bud5_flower_e.tif,3114.72,early,3091,4_25_2022,
27-03-25,bud4_flower_e.tif,2920.33,early,3091,4_25_2022,
27-03-25,bud3_flower_e.tif,3168.09,early,3091,4_25_2022,
27-03-25,bud2_flower_e.tif,3405.54,early,3091,4_25_2022,
27-03-25,bud1_flower_e.tif,3751.54,early,3091,4_25_2022,
27-03-27,bud10_flower_w.tif,2552.21,early,3091,4_25_2022,
27-03-27,bud9_flower_w.tif,2892.74,early,3091,4_25_2022,
27-03-27,bud8_flower_w.tif,2613.77,early,3091,4_25_2022,
27-03-27,bud7_flower_w.tif,2688.29,early,3091,4_25_2022,
27-03-27,bud6_flower_w.tif,2602.83,early,3091,4_25_2022,
27-03-27,bud5_flower_e.tif,2800.85,early,3091,4_25_2022,
27-03-27,bud4_flower_e.tif,2587.24,early,3091,4_25_2022,
27-03-27,bud3_flower_e.tif,2463.06,early,3091,4_25_2022,
27-03-27,bud2_flower_e.tif,2583.29,early,3091,4_25_2022,
27-03-27,bud1_flower_e.tif,2611.37,early,3091,4_25_2022,
27-03-28,bud10_flower_w.tif,2775.08,early,3091,4_25_2022,
27-03-28,bud9_flower_w.tif,2364.06,early,3091,4_25_2022,
27-03-28,bud8_flower_w.tif,2577.98,early,3091,4_25_2022,
27-03-28,bud7_flower_w.tif,2798.88,early,3091,4_25_2022,
27-03-28,bud6_flower_w.tif,2979.77,early,3091,4_25_2022,
27-03-28,bud5_flower_e.tif,2673.62,early,3091,4_25_2022,
27-03-28,bud4_flower_e.tif,2902.98,early,3091,4_25_2022,
27-03-28,bud3_flower_e.tif,2165.63,early,3091,4_25_2022,
27-03-28,bud2_flower_e.tif,2666.44,early,3091,4_25_2022,
27-03-28,bud1_flower_e.tif,2937.44,early,3091,4_25_2022,
27-03-46,bud10_flower_w.tif,3141.07,early,3091,4_25_2022,
27-03-46,bud9_flower_w.tif,3401.22,early,3091,4_25_2022,
27-03-46,bud8_flower_w.tif,2737.91,early,3091,4_25_2022,
27-03-46,bud7_flower_w.tif,2976.27,early,3091,4_25_2022,
27-03-46,bud6_flower_w.tif,3457.82,early,3091,4_25_2022,
27-03-46,bud5_flower_e.tif,3053.93,early,3091,4_25_2022,
27-03-46,bud4_flower_e.tif,2843.66,early,3091,4_25_2022,
27-03-46,bud3_flower_e.tif,2623.61,early,3091,4_25_2022,
27-03-46,bud2_flower_e.tif,3222.2,early,3091,4_25_2022,
27-03-46,bud1_flower_e.tif,2792.75,early,3091,4_25_2022,
27-04-12,bud10_flower_w.tif,1411.93,late,3091,4_25_2022,
27-04-12,bud9_flower_w.tif,1596.97,late,3091,4_25_2022,
27-04-12,bud8_flower_w.tif,1216.4,late,3091,4_25_2022,
27-04-12,bud7_flower_w.tif,1252.54,late,3091,4_25_2022,
27-04-12,bud6_flower_w.tif,1276.25,late,3091,4_25_2022,
27-04-12,bud5_flower_e.tif,1302.22,late,3091,4_25_2022,
27-04-12,bud4_flower_e.tif,1289.59,late,3091,4_25_2022,
27-04-12,bud3_flower_e.tif,1366.03,late,3091,4_25_2022,
27-04-12,bud2_flower_e.tif,1521.12,late,3091,4_25_2022,
27-04-12,bud1_flower_e.tif,1619.81,late,3091,4_25_2022,
27-04-40,bud10_flower_w.tif,2170.82,late,3091,4_25_2022,
27-04-40,bud9_flower_w.tif,2095.94,late,3091,4_25_2022,
27-04-40,bud8_flower_w.tif,2368.92,late,3091,4_25_2022,
27-04-40,bud7_flower_w.tif,2429.64,late,3091,4_25_2022,
27-04-40,bud6_flower_w.tif,2322.08,late,3091,4_25_2022,
27-04-40,bud5_flower_e.tif,2056.68,late,3091,4_25_2022,
27-04-40,bud4_flower_e.tif,1548.1,late,3091,4_25_2022,
27-04-40,bud3_flower_e.tif,1847.12,late,3091,4_25_2022,
27-04-40,bud2_flower_e.tif,1833.93,late,3091,4_25_2022,
27-04-40,bud1_flower_e.tif,1822.75,late,3091,4_25_2022,
27-04-44,bud10_flower_e.tif,2355.93,early,3091,4_25_2022,
27-04-44,bud9_flower_e.tif,2322.55,early,3091,4_25_2022,
27-04-44,bud8_flower_e.tif,2186.76,early,3091,4_25_2022,
27-04-44,bud7_flower_e.tif,2479.84,early,3091,4_25_2022,
27-04-44,bud6_flower_e.tif,2760.06,early,3091,4_25_2022,
27-04-44,bud5_flower_e.tif,2348.62,early,3091,4_25_2022,
27-04-44,bud4_flower_e.tif,2395.46,early,3091,4_25_2022,
27-04-44,bud3_flower_e.tif,2386.43,early,3091,4_25_2022,
27-04-44,bud2_flower_e.tif,2136.5,early,3091,4_25_2022,
27-04-44,bud1_flower_e.tif,2646.55,early,3091,4_25_2022,
27-02-08,bud10_flower_w.tif,2649.82,late,3131,5_1_2022,
27-02-08,bud9_flower_w.tif,2524.8,late,3131,5_1_2022,
27-02-08,bud8_flower_w.tif,2898.21,late,3131,5_1_2022,
27-02-08,bud7_flower_w.tif,2137.66,late,3131,5_1_2022,
27-02-08,bud6_flower_w.tif,2426.26,late,3131,5_1_2022,
27-02-08,bud5_flower_e.tif,2641.75,late,3131,5_1_2022,
27-02-08,bud4_flower_e.tif,2756.59,late,3131,5_1_2022,
27-02-08,bud3_flower_e.tif,1968.76,late,3131,5_1_2022,
27-02-08,bud2_flower_e.tif,2373.9,late,3131,5_1_2022,
27-02-08,bud1_flower_e.tif,2990.74,late,3131,5_1_2022,
27-02-19,bud8_flower_w.tif,2049.37,late,3131,5_1_2022,
27-02-19,bud5_flower_e.tif,2277.65,late,3131,5_1_2022,
27-02-19,bud2_flower_e.tif,2840.71,late,3131,5_1_2022,
27-02-19,bud9_flower_w.tif,2052.82,late,3131,5_1_2022,
27-02-19,bud6_flower_w.tif,1736.64,late,3131,5_1_2022,
27-02-19,bud3_flower_e.tif,1405.99,late,3131,5_1_2022,
27-02-19,bud10_flower_w.tif,2191.16,late,3131,5_1_2022,
27-02-19,bud7_flower_w.tif,2111.82,late,3131,5_1_2022,
27-02-19,bud4_flower_e.tif,1880.69,late,3131,5_1_2022,
27-02-19,bud1_flower_e.tif,1832.88,late,3131,5_1_2022,
27-02-51,bud10_flower_w.tif,2065.42,early,3131,5_1_2022,
27-02-51,bud9_flower_w.tif,2882.89,early,3131,5_1_2022,
27-02-51,bud8_flower_w.tif,3247.99,early,3131,5_1_2022,
27-02-51,bud7_flower_w.tif,2722.38,early,3131,5_1_2022,
27-02-51,bud6_flower_w.tif,3627.71,early,3131,5_1_2022,
27-02-51,bud5_flower_e.tif,3548.5,early,3131,5_1_2022,
27-02-51,bud4_flower_e.tif,3384.31,early,3131,5_1_2022,
27-02-51,bud3_flower_e.tif,3388.84,early,3131,5_1_2022,
27-02-51,bud2_flower_e.tif,2799.97,early,3131,5_1_2022,
27-02-51,bud1_flower_e.tif,2873.88,early,3131,5_1_2022,
27-03-08,bud5_flower_e.tif,2734.45,late,3131,5_1_2022,
27-03-08,bud10_flower_w.tif,3167.93,late,3131,5_1_2022,
27-03-08,bud9_flower_w.tif,2773.17,late,3131,5_1_2022,
27-03-08,bud8_flower_w.tif,3477.55,late,3131,5_1_2022,
27-03-08,bud7_flower_w.tif,3396.62,late,3131,5_1_2022,
27-03-08,bud6_flower_w.tif,2787.18,late,3131,5_1_2022,
27-03-08,bud4_flower_e.tif,3229.14,late,3131,5_1_2022,
27-03-08,bud3_flower_e.tif,2704.61,late,3131,5_1_2022,
27-03-08,bud2_flower_e.tif,3463.02,late,3131,5_1_2022,
27-03-08,bud1_flower_e.tif,3275.48,late,3131,5_1_2022,
27-03-24,bud10_flower_w.tif,7616.52,early,3131,5_1_2022,
27-03-24,bud9_flower_w.tif,5675.53,early,3131,5_1_2022,
27-03-24,bud8_flower_w.tif,7264.91,early,3131,5_1_2022,
27-03-24,bud7_flower_w.tif,7708.77,early,3131,5_1_2022,
27-03-24,bud6_flower_w.tif,9431.06,early,3131,5_1_2022,
27-03-24,bud5_flower_e.tif,5490.28,early,3131,5_1_2022,
27-03-24,bud4_flower_e.tif,8808,early,3131,5_1_2022,
27-03-24,bud3_flower_e.tif,5883.44,early,3131,5_1_2022,
27-03-24,bud2_flower_e.tif,9279.02,early,3131,5_1_2022,
27-03-24,bud1_flower_e.tif,7270.67,early,3131,5_1_2022,
27-03-25,bud10_flower_w.tif,4089.7,early,3131,5_1_2022,
27-03-25,bud9_flower_w.tif,5500.45,early,3131,5_1_2022,
27-03-25,bud8_flower_w.tif,4944.77,early,3131,5_1_2022,
27-03-25,bud7_flower_w.tif,5626.9,early,3131,5_1_2022,
27-03-25,bud6_flower_w.tif,6488.03,early,3131,5_1_2022,
27-03-25,bud5_flower_e.tif,4960.81,early,3131,5_1_2022,
27-03-25,bud4_flower_e_forgot_longit.tif,5052.46,early,3131,5_1_2022,
27-03-25,bud3_flower_e.tif,4430.52,early,3131,5_1_2022,
27-03-25,bud1_flower_e.tif,5076.94,early,3131,5_1_2022,
27-03-25,bud2_longit_e.tif,4418.65,early,3131,5_1_2022,
27-03-27,bud10_flower_w.tif,2937.11,early,3131,5_1_2022,
27-03-27,bud9_flower_w.tif,4008.06,early,3131,5_1_2022,
27-03-27,bud8_flower_w.tif,3447.71,early,3131,5_1_2022,
27-03-27,bud7_flower_w.tif,3554.51,early,3131,5_1_2022,
27-03-27,bud6_flower_w.tif,3921.94,early,3131,5_1_2022,
27-03-27,bud5_flower_e.tif,4264.35,early,3131,5_1_2022,
27-03-27,bud4_flower_e.tif,3663.27,early,3131,5_1_2022,
27-03-27,bud1_flower_e.tif,4210.45,early,3131,5_1_2022,
27-03-27,bud3_flower_e.tif,3749.74,early,3131,5_1_2022,
27-03-27,bud2_flower_e.tif,3466.12,early,3131,5_1_2022,
27-03-28,bud10_flower_w.tif,3335.93,early,3131,5_1_2022,
27-03-28,bud9_flower_w.tif,3963.31,early,3131,5_1_2022,
27-03-28,bud8_flower_w.tif,2947.78,early,3131,5_1_2022,
27-03-28,bud7_flower_w.tif,4088.83,early,3131,5_1_2022,
27-03-28,bud6_flower_w.tif,3414.29,early,3131,5_1_2022,
27-03-28,bud5_flower_e.tif,3454.81,early,3131,5_1_2022,
27-03-28,bud4_flower_e.tif,3466.06,early,3131,5_1_2022,
27-03-28,bud3_flower_e.tif,3183.81,early,3131,5_1_2022,
27-03-28,bud2_flower_e.tif,3885.02,early,3131,5_1_2022,
27-03-28,bud1_flower_e.tif,3831.66,early,3131,5_1_2022,
27-03-46,bud10_flower_w.tif,3420.72,early,3131,5_1_2022,
27-03-46,bud9_flower_w.tif,5875.54,early,3131,5_1_2022,
27-03-46,bud8_flower_w.tif,3763.21,early,3131,5_1_2022,
27-03-46,bud7_flower_w.tif,3755.36,early,3131,5_1_2022,
27-03-46,bud6_flower_w.tif,4489.43,early,3131,5_1_2022,
27-03-46,bud5_flower_e.tif,4000.78,early,3131,5_1_2022,
27-03-46,bud4_flower_e.tif,3704.92,early,3131,5_1_2022,
27-03-46,bud3_flower_e.tif,6199.79,early,3131,5_1_2022,
27-03-46,bud2_flower_e.tif,4530.63,early,3131,5_1_2022,
27-03-46,bud1_flower_e.tif,4893.78,early,3131,5_1_2022,
27-04-12,bud10_flower_w.tif,1602.26,late,3131,5_1_2022,
27-04-12,bud9_flower_w.tif,1419.54,late,3131,5_1_2022,
27-04-12,bud8_flower_w.tif,1965.41,late,3131,5_1_2022,
27-04-12,bud6_flower_w.tif,1866.51,late,3131,5_1_2022,
27-04-12,bud5_flower_e.tif,1613.37,late,3131,5_1_2022,
27-04-12,bud4_flower_e.tif,1379.42,late,3131,5_1_2022,
27-04-12,bud3_flower_e.tif,1908.51,late,3131,5_1_2022,
27-04-12,bud2_flower_e.tif,1291.02,late,3131,5_1_2022,
27-04-12,bud1_flower_e.tif,1370.25,late,3131,5_1_2022,
27-04-40,bud10_flower_w.tif,2879.49,late,3131,5_1_2022,
27-04-40,bud9_flower_w.tif,2777.15,late,3131,5_1_2022,
27-04-40,bud8_flower_w.tif,1975.05,late,3131,5_1_2022,
27-04-40,bud7_flower_w.tif,2929.05,late,3131,5_1_2022,
27-04-40,bud6_flower_w.tif,3029.01,late,3131,5_1_2022,
27-04-40,bud5_flower_e.tif,2356.56,late,3131,5_1_2022,
27-04-40,bud4_flower_e.tif,2552.01,late,3131,5_1_2022,
27-04-40,bud3_flower_e.tif,2683.92,late,3131,5_1_2022,
27-04-40,bud2_flower_e.tif,2508.04,late,3131,5_1_2022,
27-04-40,bud1_flower_e.tif,2485.76,late,3131,5_1_2022,
27-04-44,bud10_flower_e.tif,3142.05,early,3131,5_1_2022,
27-04-44,bud9_flower_e.tif,4029.46,early,3131,5_1_2022,
27-04-44,bud8_flower_e.tif,3253.6,early,3131,5_1_2022,
27-04-44,bud7_flower_e.tif,2646.16,early,3131,5_1_2022,
27-04-44,bud6_flower_e.tif,4865.9,early,3131,5_1_2022,
27-04-44,bud5_flower_e.tif,2767.78,early,3131,5_1_2022,
27-04-44,bud4_flower_e.tif,3208.95,early,3131,5_1_2022,
27-04-44,bud3_flower_e.tif,3521.13,early,3131,5_1_2022,
27-04-44,bud2_flower_e.tif,2564.87,early,3131,5_1_2022,
27-04-44,bud1_flower_e.tif,1865.12,early,3131,5_1_2022,
27-02-08,bud10_flower_w.tif,3551.24,late,3181,5_6_2022,
27-02-08,bud9_flower_w.tif,3288.91,late,3181,5_6_2022,
27-02-08,bud8_flower_w.tif,3381.13,late,3181,5_6_2022,
27-02-08,bud7_flower_w.tif,3474.63,late,3181,5_6_2022,
27-02-08,bud6_flower_w.tif,3455.55,late,3181,5_6_2022,
27-02-08,bud5_flower_e.tif,3175.46,late,3181,5_6_2022,
27-02-08,bud4_flower_e.tif,3591.59,late,3181,5_6_2022,
27-02-08,bud3_flower_e.tif,2818.88,late,3181,5_6_2022,
27-02-08,bud2_flower_e.tif,2794.4,late,3181,5_6_2022,
27-02-08,bud1_flower_e.tif,3470.13,late,3181,5_6_2022,
27-02-19,bud1_flower_e.tif,2700.62,late,3181,5_6_2022,
27-02-19,bud9_flower_w.tif,2417.12,late,3181,5_6_2022,
27-02-19,bud8_flower_w.tif,2355.11,late,3181,5_6_2022,
27-02-19,bud7_flower_w.tif,2678.73,late,3181,5_6_2022,
27-02-19,bud6_flower_w.tif,2698.88,late,3181,5_6_2022,
27-02-19,bud5_flower_e.tif,3140.11,late,3181,5_6_2022,
27-02-19,bud4_flower_e.tif,1754.55,late,3181,5_6_2022,
27-02-19,bud3_flower_e.tif,2978.19,late,3181,5_6_2022,
27-02-19,bud2_flower_e.tif,2284.97,late,3181,5_6_2022,
27-02-19,bud10_flower_w_scale_CORRECTED.tif,2656.56,late,3181,5_6_2022,
