tree,date,Source,Length [µm],Comment
27-04-12,5_16_20,bud30_flower_w.tif,12653.42,FIELD
27-04-12,5_16_20,bud29_flower_w.tif,12697.58,FIELD
27-04-12,5_16_20,bud28_flower_w.tif,11675,FIELD
27-04-12,5_16_20,bud27_flower_w.tif,12231.64,FIELD
27-04-12,5_16_20,bud26_flower_w.tif,13078.18,FIELD
27-04-12,5_16_20,bud25_flower_w.tif,13064.42,FIELD
27-04-12,5_16_20,bud24_flower_w.tif,12370.01,FIELD
27-04-12,5_16_20,bud23_flower_w.tif,12109.43,FIELD
27-04-12,5_16_20,bud22_flower_w.tif,12862.6,FIELD
27-04-12,5_16_20,bud21_flower_w.tif,11437.45,FIELD
27-04-12,5_16_20,bud20_flower_w.tif,12614.5,FIELD
27-04-12,5_16_20,bud19_flower_w.tif,12325.3,FIELD
27-04-12,5_16_20,bud18_flower_w.tif,12607.25,FIELD
27-04-12,5_16_20,bud17_flower_w.tif,11952.39,FIELD
27-04-12,5_16_20,bud16_flower_w.tif,11328.68,FIELD
27-04-12,5_16_20,bud15_flower_e.tif,12368.41,FIELD
27-04-12,5_16_20,bud14_flower_e.tif,12774.28,FIELD
27-04-12,5_16_20,bud13_flower_e.tif,12035.17,FIELD
27-04-12,5_16_20,bud12_flower_e.tif,11933.78,FIELD
27-04-12,5_16_20,bud11_flower_e.tif,12633.4,FIELD
27-04-12,5_16_20,bud10_flower_e.tif,11985.25,FIELD
27-04-12,5_16_20,bud9_flower_e.tif,12830.39,FIELD
27-04-12,5_16_20,bud8_flower_e.tif,12407.13,FIELD
27-04-12,5_16_20,bud7_flower_e.tif,13405.67,FIELD
27-04-12,5_16_20,bud6_flower_e.tif,11909.35,FIELD
27-04-12,5_16_20,bud5_flower_e.tif,13200.29,FIELD
27-04-12,5_16_20,bud4_flower_e.tif,11733.19,FIELD
27-04-12,5_16_20,bud3_flower_e.tif,11608.87,FIELD
27-04-12,5_16_20,bud2_flower_e.tif,11449.58,FIELD
27-04-12,5_16_20,bud1_flower_e.tif,12914.81,FIELD
