tree,date,Source,Length [µm],Comment
27-03-25,5_3_20,bud30_flower_e.tif,9291.3,
27-03-25,5_3_20,bud29_flower_e.tif,9552.89,
27-03-25,5_3_20,bud28_flower_e.tif,9260.04,
27-03-25,5_3_20,bud27_flower_e.tif,9684.71,
27-03-25,5_3_20,bud26_flower_e.tif,9810.75,
27-03-25,5_3_20,bud25_flower_e.tif,9338.25,
27-03-25,5_3_20,bud24_flower_e.tif,9707.11,
27-03-25,5_3_20,bud23_flower_e.tif,9634.93,
27-03-25,5_3_20,bud22_flower_e.tif,9235.48,
27-03-25,5_3_20,bud21_flower_e.tif,9732.39,
27-03-25,5_3_20,bud20_flower_e.tif,9524.69,
27-03-25,5_3_20,bud19_flower_e.tif,9775.93,
27-03-25,5_3_20,bud18_flower_e.tif,9441.05,
27-03-25,5_3_20,bud17_flower_e.tif,9472.75,
27-03-25,5_3_20,bud16_flower_e.tif,9740.98,
27-03-25,5_3_20,bud15_flower_w.tif,9326.49,
27-03-25,5_3_20,bud14_flower_w.tif,9176.07,
27-03-25,5_3_20,bud13_flower_w.tif,9647.24,
27-03-25,5_3_20,bud12_flower_w.tif,9853.26,
27-03-25,5_3_20,bud11_flower_w.tif,9450.07,
27-03-25,5_3_20,bud10_flower_w.tif,10257,
27-03-25,5_3_20,bud9_flower_w.tif,8771.69,
27-03-25,5_3_20,bud8_flower_w.tif,8249.37,
27-03-25,5_3_20,bud7_flower_w.tif,9657.45,
27-03-25,5_3_20,bud6_flower_w.tif,9554.1,
27-03-25,5_3_20,bud5_flower_w.tif,9287.62,
27-03-25,5_3_20,bud4_flower_w.tif,9897.42,
27-03-25,5_3_20,bud3_flower_w.tif,9462.94,
27-03-25,5_3_20,bud2_flower_w.tif,9941.65,
27-03-25,5_3_20,bud1_flower_w.tif,9195.11,
