tree,date,Source,Length [µm],Comment
27-04-12,11_16_19,bud5_flower_e.tif,353.19,
27-04-12,11_16_19,bud4_flower_e.tif,404.71,
27-04-12,11_16_19,bud3_flower_e.tif,398.57,
27-04-12,11_16_19,bud2_flower_e.tif,381.83,
27-04-12,11_16_19,bud1_flower_e.tif,402.47,
27-04-34,11_16_19,bud11_flower_w.tif,463.57,
27-04-34,11_16_19,bud10_flower_w.tif,498,
27-04-34,11_16_19,bud9_flower_w.tif,629.78,
27-04-34,11_16_19,bud8_flower_fishy_w.tif,498.44,
27-04-34,11_16_19,bud7_flower_w.tif,471.93,
27-04-34,11_16_19,bud6_flower_w.tif,529.13,
27-04-34,11_16_19,bud5_flower_e.tif,419.91,
27-04-34,11_16_19,bud4_flower_e.tif,595.23,
27-04-34,11_16_19,bud3_flower_e.tif,480.71,
27-04-34,11_16_19,bud2_flower_e.tif,532.65,
27-04-34,11_16_19,bud1_flower_e.tif,600.71,
