tree,date,Source,Length [µm],Comment
27-03-46,5_3_20,bud30_flower_w.tif,10785.41,
27-03-46,5_3_20,bud29_flower_w.tif,11388.92,
27-03-46,5_3_20,bud28_flower_w.tif,11424.77,
27-03-46,5_3_20,bud27_flower_w.tif,11257.99,
27-03-46,5_3_20,bud26_flower_w.tif,11249.2,
27-03-46,5_3_20,bud25_flower_w.tif,10254.5,
27-03-46,5_3_20,bud24_flower_w.tif,10480.27,
27-03-46,5_3_20,bud23_flower_w.tif,11452.74,
27-03-46,5_3_20,bud22_flower_w.tif,10424.02,
27-03-46,5_3_20,bud21_flower_w.tif,10700.44,
27-03-46,5_3_20,bud20_flower_w.tif,11072.88,
27-03-46,5_3_20,bud19_flower_w.tif,10888.62,
27-03-46,5_3_20,bud18_flower_w.tif,10779.62,
27-03-46,5_3_20,bud17_flower_w.tif,11592.42,
27-03-46,5_3_20,bud16_flower_w.tif,10643.83,
27-03-46,5_3_20,bud15_flower_e.tif,9595.74,
27-03-46,5_3_20,bud14_flower_e.tif,11880.27,
27-03-46,5_3_20,bud13_flower_e.tif,10843.93,
27-03-46,5_3_20,bud12_flower_e.tif,11879.14,
27-03-46,5_3_20,bud11_flower_e.tif,12067.27,
27-03-46,5_3_20,bud10_flower_e.tif,10985.03,
27-03-46,5_3_20,bud9_flower_e.tif,12335.33,
27-03-46,5_3_20,bud8_flower_e.tif,12628.3,
27-03-46,5_3_20,bud7_flower_e.tif,12334.72,
27-03-46,5_3_20,bud6_flower_e.tif,11534.95,
27-03-46,5_3_20,bud5_flower_e.tif,12328.03,
27-03-46,5_3_20,bud4_flower_e.tif,12167.08,
27-03-46,5_3_20,bud3_flower_e.tif,11543.89,
27-03-46,5_3_20,bud2_flower_e.tif,11586.13,
27-03-46,5_3_20,bud1_flower_e.tif,12796.35,
