tree,date,Source,Length [µm],Comment
27-02-08,5_13_20,bud30_flower_w.tif,11737.8,FIELD
27-02-08,5_13_20,bud29_flower_w.tif,10979.99,FIELD
27-02-08,5_13_20,bud28_flower_w.tif,12351.35,FIELD
27-02-08,5_13_20,bud27_flower_w.tif,11651.02,FIELD
27-02-08,5_13_20,bud26_flower_w.tif,12782.89,FIELD
27-02-08,5_13_20,bud25_flower_w.tif,10686.75,FIELD
27-02-08,5_13_20,bud24_flower_w.tif,12056.34,FIELD
27-02-08,5_13_20,bud23_flower_w.tif,11643.92,FIELD
27-02-08,5_13_20,bud22_flower_w.tif,12610.01,FIELD
27-02-08,5_13_20,bud21_flower_w.tif,10691.65,FIELD
27-02-08,5_13_20,bud20_flower_w.tif,12307.37,FIELD
27-02-08,5_13_20,bud19_flower_w.tif,12762.09,FIELD
27-02-08,5_13_20,bud18_flower_w.tif,12598.25,FIELD
27-02-08,5_13_20,bud17_flower_w.tif,12150.97,FIELD
27-02-08,5_13_20,bud16_flower_w.tif,11677.69,FIELD
27-02-08,5_13_20,bud15_flower_e.tif,12434.8,FIELD
27-02-08,5_13_20,bud14_flower_e.tif,12352.28,FIELD
27-02-08,5_13_20,bud13_flower_e.tif,11532.31,FIELD
27-02-08,5_13_20,bud12_flower_e.tif,10496.91,FIELD
27-02-08,5_13_20,bud11_flower_e.tif,11743.55,FIELD
27-02-08,5_13_20,bud10_flower_e.tif,11092.92,FIELD
27-02-08,5_13_20,bud9_flower_e.tif,12178.87,FIELD
27-02-08,5_13_20,bud8_flower_e.tif,11593.06,FIELD
27-02-08,5_13_20,bud7_flower_e.tif,11563.87,FIELD
27-02-08,5_13_20,bud6_flower_e.tif,10596.33,FIELD
27-02-08,5_13_20,bud5_flower_e.tif,11561.05,FIELD
27-02-08,5_13_20,bud4_flower_e.tif,11934.96,FIELD
27-02-08,5_13_20,bud3_flower_e.tif,13204.85,FIELD
27-02-08,5_13_20,bud2_flower_e.tif,10736.73,FIELD
27-02-08,5_13_20,bud1_flower_e.tif,11216.48,FIELD
