tree,date,Source,Length [µm],Comment
27-02-08,3_9_20,bud10_flower_w.tif,637.89,
27-02-08,3_9_20,bud9_flower_w.tif,527.34,
27-02-08,3_9_20,bud8_flower_w.tif,599.96,
27-02-08,3_9_20,bud7_flower_w.tif,664.73,
27-02-08,3_9_20,bud6_flower_w.tif,613.69,
27-02-08,3_9_20,bud5_flower_e.tif,618.84,
27-02-08,3_9_20,bud4_flower_e.tif,622,
27-02-08,3_9_20,bud3_flower_e.tif,602.15,
27-02-08,3_9_20,bud2_flower_e.tif,601.02,
27-02-08,3_9_20,bud1_flower_e.tif,542.51,
27-02-19,3_9_20,bud10_flower_w.tif,532.59,
27-02-19,3_9_20,bud9_flower_w.tif,619.34,
27-02-19,3_9_20,bud8_flower_w.tif,449.89,
27-02-19,3_9_20,bud7_flower_w.tif,554.49,
27-02-19,3_9_20,bud6_flower_w.tif,496.85,
27-02-19,3_9_20,bud5_flower_e.tif,534.23,
27-02-19,3_9_20,bud4_flower_e.tif,429.7,
27-02-19,3_9_20,bud3_flower_e.tif,508.33,
27-02-19,3_9_20,bud2_flower_e.tif,333.75,
27-02-19,3_9_20,bud1_flower_e.tif,487.72,
27-02-65,3_9_20,bud10_flower_w.tif,716.23,
27-02-65,3_9_20,bud9_flower_w.tif,581.27,
27-02-65,3_9_20,bud8_flower_w.tif,748.17,
27-02-65,3_9_20,bud7_flower_w.tif,762.32,
27-02-65,3_9_20,bud6_flower_w.tif,464.31,
27-02-65,3_9_20,bud5_flower_e.tif,680.21,
27-02-65,3_9_20,bud4_flower_e.tif,693.93,
27-02-65,3_9_20,bud3_flower_e.tif,882.87,
27-02-65,3_9_20,bud2_flower_e.tif,583.99,
27-02-65,3_9_20,bud1_flower_e.tif,647.07,
27-03-08,3_9_20,bud10_flower_w.tif,571.57,
27-03-08,3_9_20,bud9_flower_w.tif,491.31,
27-03-08,3_9_20,bud8_flower_w.tif,489.59,
27-03-08,3_9_20,bud7_flower_w.tif,641.76,
27-03-08,3_9_20,bud6_flower_w.tif,542.6,
27-03-08,3_9_20,bud5_flower_e.tif,559.78,
27-03-08,3_9_20,bud4_flower_e.tif,588.49,
27-03-08,3_9_20,bud3_flower_e.tif,605.12,
27-03-08,3_9_20,bud2_flower_e.tif,653.28,
27-03-08,3_9_20,bud1_flower_e.tif,624.23,
27-03-25,3_9_20,bud10_flower_w.tif,664.8,
27-03-25,3_9_20,bud9_flower_w.tif,658.57,
27-03-25,3_9_20,bud8_flower_w.tif,678.56,
27-03-25,3_9_20,bud7_flower_w.tif,714.81,
27-03-25,3_9_20,bud6_flower_w.tif,762.5,
27-03-25,3_9_20,bud5_flower_e.tif,706.09,
27-03-25,3_9_20,bud4_flower_e.tif,666.9,
27-03-25,3_9_20,bud3_flower_e.tif,789.46,
27-03-25,3_9_20,bud2_flower_e.tif,799.01,
27-03-25,3_9_20,bud1_flower_e.tif,701.09,
27-03-27,3_9_20,bud10_flower_w.tif,714.26,
27-03-27,3_9_20,bud9_flower_w.tif,682.53,
27-03-27,3_9_20,bud8_flower_w.tif,800.9,
27-03-27,3_9_20,bud7_flower_w.tif,645.69,
27-03-27,3_9_20,bud6_flower_w.tif,592.2,
27-03-27,3_9_20,bud5_flower_e.tif,660.45,
27-03-27,3_9_20,bud4_flower_e.tif,609.75,
27-03-27,3_9_20,bud3_flower_e.tif,641.43,
27-03-27,3_9_20,bud2_flower_e.tif,710.88,
27-03-27,3_9_20,bud1_flower_e.tif,699.76,
27-03-28,3_9_20,bud10_flower_w.tif,658.17,
27-03-28,3_9_20,bud9_flower_w.tif,720.51,
27-03-28,3_9_20,bud8_flower_w.tif,631.8,
27-03-28,3_9_20,bud7_flower_w.tif,661.44,
27-03-28,3_9_20,bud6_flower_w.tif,581.31,
27-03-28,3_9_20,bud5_flower_e.tif,704.11,
27-03-28,3_9_20,bud4_flower_e.tif,611.63,
27-03-28,3_9_20,bud3_flower_e.tif,694.56,
27-03-28,3_9_20,bud2_flower_e.tif,769.92,
27-03-28,3_9_20,bud1_flower_e.tif,740.85,
27-03-46,3_9_20,bud10_flower_w.tif,678.86,
27-03-46,3_9_20,bud9_flower_w.tif,526.7,
27-03-46,3_9_20,bud8_flower_w.tif,725.38,
27-03-46,3_9_20,bud7_flower_w.tif,505.31,
27-03-46,3_9_20,bud6_flower_w.tif,857.1,
27-03-46,3_9_20,bud5_flower_e.tif,717.67,
27-03-46,3_9_20,bud4_flower_e.tif,790.16,
27-03-46,3_9_20,bud3_flower_e.tif,768.03,
27-03-46,3_9_20,bud2_flower_e.tif,777.14,
27-03-46,3_9_20,bud1_flower_e.tif,702.24,
27-04-12,3_9_20,bud10_flower_w.tif,468.8,
27-04-12,3_9_20,bud9_flower_w.tif,397.06,
27-04-12,3_9_20,bud8_flower_w.tif,434.2,
27-04-12,3_9_20,bud7_flower_w.tif,501.41,
27-04-12,3_9_20,bud6_flower_w.tif,485.36,
27-04-12,3_9_20,bud5_flower_e.tif,445.73,
27-04-12,3_9_20,bud4_flower_e.tif,321.25,
27-04-12,3_9_20,bud3_flower_e.tif,482.16,
27-04-12,3_9_20,bud2_flower_e.tif,479.96,
27-04-12,3_9_20,bud1_flower_e.tif,486.19,
27-04-34,3_9_20,bud10_flower_e.tif,742.42,
27-04-34,3_9_20,bud9_flower_e.tif,742.25,
27-04-34,3_9_20,bud8_flower_e.tif,799.62,
27-04-34,3_9_20,bud7_flower_w.tif,760.23,
27-04-34,3_9_20,bud6_flower_w.tif,770.21,
27-04-34,3_9_20,bud5_flower_e.tif,744.81,
27-04-34,3_9_20,bud4_flower_e.tif,829.96,
27-04-34,3_9_20,bud3_flower_e.tif,991.45,
27-04-34,3_9_20,bud2_flower_e.tif,732.78,
27-04-34,3_9_20,bud1_flower_e.tif,862.37,
