tree,date,Source,Length [µm],Comment
27-02-08,4_30_20,bud10_flower_w.tif,3867.61,
27-02-08,4_30_20,bud9_flower_w.tif,3867.25,
27-02-08,4_30_20,bud8_flower_w.tif,3525.86,
27-02-08,4_30_20,bud7_flower_w.tif,3127.94,
27-02-08,4_30_20,bud6_flower_w.tif,3550.58,
27-02-08,4_30_20,bud5_flower_e.tif,3130.16,
27-02-08,4_30_20,bud4_flower_e.tif,2480.79,
27-02-08,4_30_20,bud3_flower_e.tif,2890.68,
27-02-08,4_30_20,bud2_flower_e.tif,3782.18,
27-02-08,4_30_20,bud1_flower_e.tif,3163.18,
27-02-19,4_30_20,bud10_flower_w.tif,1674,
27-02-19,4_30_20,bud9_flower_w.tif,2077.1,
27-02-19,4_30_20,bud8_flower_w.tif,2236.31,
27-02-19,4_30_20,bud7_flower_w.tif,2365.1,
27-02-19,4_30_20,bud6_flower_w.tif,2445.67,
27-02-19,4_30_20,bud5_flower_e.tif,2618.65,
27-02-19,4_30_20,bud4_flower_e.tif,2229.2,
27-02-19,4_30_20,bud3_flower_e.tif,2517.54,
27-02-19,4_30_20,bud2_flower_e.tif,2392.35,
27-02-19,4_30_20,bud1_flower_e.tif,2099.31,
27-02-65,4_30_20,bud10_flower_w.tif,7188.83,
27-02-65,4_30_20,bud9_flower_w.tif,8058.95,
27-02-65,4_30_20,bud8_flower_w.tif,6906.87,
27-02-65,4_30_20,bud7_flower_w.tif,6427.93,
27-02-65,4_30_20,bud6_flower_w.tif,4781.98,
27-02-65,4_30_20,bud5_flower_e.tif,4554.82,
27-02-65,4_30_20,bud4_flower_e.tif,5485.85,
27-02-65,4_30_20,bud3_flower_e.tif,4298.86,
27-02-65,4_30_20,bud2_flower_e.tif,5499.64,
27-02-65,4_30_20,bud1_flower_e.tif,7491.37,
27-03-08,4_30_20,bud10_flower_w.tif,3636.78,
27-03-08,4_30_20,bud9_flower_w.tif,4230.06,
27-03-08,4_30_20,bud8_flower_w.tif,4104.51,
27-03-08,4_30_20,bud7_flower_w.tif,3179.62,
27-03-08,4_30_20,bud6_flower_w.tif,3553.84,
27-03-08,4_30_20,bud5_flower_e.tif,3674.74,
27-03-08,4_30_20,bud4_flower_e.tif,3444.75,
27-03-08,4_30_20,bud3_flower_e.tif,2996.69,
27-03-08,4_30_20,bud2_flower_e.tif,3152.43,
27-03-08,4_30_20,bud1_flower_e.tif,3787.57,
27-03-25,4_30_20,bud10_flower_w.tif,5509.67,
27-03-25,4_30_20,bud9_flower_w.tif,5313.57,
27-03-25,4_30_20,bud8_flower_w.tif,4183.67,
27-03-25,4_30_20,bud7_flower_w.tif,5552.35,
27-03-25,4_30_20,bud6_flower_w.tif,5128.02,
27-03-25,4_30_20,bud5_flower_e.tif,4940.33,
27-03-25,4_30_20,bud4_flower_e.tif,5450.11,
27-03-25,4_30_20,bud3_flower_e.tif,4984.98,
27-03-25,4_30_20,bud2_flower_e.tif,4842.81,
27-03-25,4_30_20,bud1_flower_e.tif,5945.94,
27-03-27,4_30_20,bud9_flower_w.tif,4872.11,
27-03-27,4_30_20,bud8_flower_w.tif,6079.19,
27-03-27,4_30_20,bud7_flower_w.tif,4708.26,
27-03-27,4_30_20,bud6_flower_w.tif,4402.51,
27-03-27,4_30_20,bud5_flower_e.tif,7267.25,
27-03-27,4_30_20,bud4_flower_e.tif,4186.05,
27-03-27,4_30_20,bud3_flower_e.tif,3616.97,
27-03-27,4_30_20,bud2_flower_e.tif,6014.65,
27-03-27,4_30_20,bud1_flower_e.tif,4709.03,
27-03-27,4_30_20,bud10_flower_w.tif,4933.23,
27-03-28,4_30_20,bud10_flower_w.tif,4413.38,
27-03-28,4_30_20,bud9_flower_w.tif,5071.44,
27-03-28,4_30_20,bud8_flower_w.tif,4787.76,
27-03-28,4_30_20,bud7_flower_w.tif,3760.76,
27-03-28,4_30_20,bud6_flower_w.tif,4857.27,
27-03-28,4_30_20,bud5_flower_e.tif,5867.48,
27-03-28,4_30_20,bud4_flower_e.tif,6064.22,
27-03-28,4_30_20,bud3_flower_e.tif,5154.9,
27-03-28,4_30_20,bud2_flower_e.tif,4897.35,
27-03-28,4_30_20,bud1_flower_e.tif,4267.23,
27-03-46,4_30_20,bud10_flower_w.tif,7022.95,
27-03-46,4_30_20,bud9_flower_w.tif,6488.77,
27-03-46,4_30_20,bud8_flower_w.tif,4938.83,
27-03-46,4_30_20,bud7_flower_w.tif,6285.4,
27-03-46,4_30_20,bud6_flower_w.tif,8584.55,
27-03-46,4_30_20,bud5_flower_e.tif,5680.56,
27-03-46,4_30_20,bud4_flower_e.tif,4674.38,
27-03-46,4_30_20,bud3_flower_e.tif,4953.84,
27-03-46,4_30_20,bud2_flower_e.tif,5708.16,
27-03-46,4_30_20,bud1_flower_e.tif,6890.12,
27-04-12,4_30_20,bud10_flower_w.tif,1901.57,
27-04-12,4_30_20,bud9_flower_w.tif,2412.54,
27-04-12,4_30_20,bud8_flower_w.tif,1994.49,
27-04-12,4_30_20,bud7_flower_w.tif,2112.44,
27-04-12,4_30_20,bud6_flower_w.tif,2477.76,
27-04-12,4_30_20,bud5_flower_e.tif,2057.91,
27-04-12,4_30_20,bud4_flower_e.tif,2233.44,
27-04-12,4_30_20,bud3_flower_e.tif,2296.58,
27-04-12,4_30_20,bud2_flower_e.tif,1892.13,
27-04-12,4_30_20,bud1_flower_e.tif,2250.26,
27-04-34,4_30_20,bud10_flower_w.tif,6219.41,
27-04-34,4_30_20,bud9_flower_w.tif,6574.47,
27-04-34,4_30_20,bud8_flower_w.tif,7722.19,
27-04-34,4_30_20,bud7_flower_w.tif,6242.12,
27-04-34,4_30_20,bud6_flower_w.tif,6224.62,
27-04-34,4_30_20,bud5_flower_e.tif,7508.39,
27-04-34,4_30_20,bud4_flower_e.tif,7501.25,
27-04-34,4_30_20,bud3_flower_e.tif,6722.96,
27-04-34,4_30_20,bud2_flower_e.tif,6443.3,
27-04-34,4_30_20,bud1_flower_e.tif,8541.75,
