tree,date,Source,Length [µm],Comment
27-02-19,5_16_20,bud30_flower_w.tif,9040.76,FIELD
27-02-19,5_16_20,bud29_flower_w.tif,9207.61,FIELD
27-02-19,5_16_20,bud28_flower_w.tif,8771.33,FIELD
27-02-19,5_16_20,bud27_flower_w.tif,8758.72,FIELD
27-02-19,5_16_20,bud26_flower_w.tif,9179.35,FIELD
27-02-19,5_16_20,bud25_flower_w.tif,8858.59,FIELD
27-02-19,5_16_20,bud24_flower_w.tif,9346.66,FIELD
27-02-19,5_16_20,bud23_flower_w.tif,8228.36,FIELD
27-02-19,5_16_20,bud22_flower_w.tif,8825.85,FIELD
27-02-19,5_16_20,bud21_flower_w.tif,9110.11,FIELD
27-02-19,5_16_20,bud20_flower_w.tif,9118.24,FIELD
27-02-19,5_16_20,bud19_flower_w.tif,9046.37,FIELD
27-02-19,5_16_20,bud18_flower_w.tif,9034.87,FIELD
27-02-19,5_16_20,bud17_flower_w.tif,9306.09,FIELD
27-02-19,5_16_20,bud16_flower_w.tif,8112.94,FIELD
27-02-19,5_16_20,bud15_flower_e.tif,8979.7,FIELD
27-02-19,5_16_20,bud14_flower_e.tif,9033.87,FIELD
27-02-19,5_16_20,bud13_flower_e.tif,10067.98,FIELD
27-02-19,5_16_20,bud12_flower_e.tif,9344.05,FIELD
27-02-19,5_16_20,bud11_flower_e.tif,8511.96,FIELD
27-02-19,5_16_20,bud10_flower_e.tif,9146.06,FIELD
27-02-19,5_16_20,bud9_flower_e.tif,9231.71,FIELD
27-02-19,5_16_20,bud8_flower_e.tif,9207.9,FIELD
27-02-19,5_16_20,bud7_flower_e.tif,9311.8,FIELD
27-02-19,5_16_20,bud6_flower_e.tif,10028.33,FIELD
27-02-19,5_16_20,bud5_flower_e.tif,9596.82,FIELD
27-02-19,5_16_20,bud4_flower_e.tif,8461.61,FIELD
27-02-19,5_16_20,bud3_flower_e.tif,9510.9,FIELD
27-02-19,5_16_20,bud2_flower_e.tif,9770.79,FIELD
27-02-19,5_16_20,bud1_flower_e.tif,9022.23,FIELD
