tree,date,Source,Length [µm],Comment
27-02-08,5_2_20,bud10_flower_w.tif,4880.73,
27-02-08,5_2_20,bud9_flower_w.tif,5036.58,
27-02-08,5_2_20,bud8_flower_w.tif,4242.77,
27-02-08,5_2_20,bud7_flower_w.tif,4738.37,
27-02-08,5_2_20,bud6_flower_w.tif,4709.85,
27-02-08,5_2_20,bud5_flower_e.tif,2468.75,
27-02-08,5_2_20,bud4_flower_e.tif,4310.04,
27-02-08,5_2_20,bud3_flower_e.tif,4509.38,
27-02-08,5_2_20,bud2_flower_e.tif,4352.49,
27-02-08,5_2_20,bud1_flower_e.tif,4713.13,
27-02-19,5_2_20,bud10_flower_w.tif,3429.88,
27-02-19,5_2_20,bud9_flower_w.tif,2962.33,
27-02-19,5_2_20,bud8_flower_w.tif,3540.24,
27-02-19,5_2_20,bud7_flower_w.tif,3287.15,
27-02-19,5_2_20,bud6_flower_w.tif,2902.23,
27-02-19,5_2_20,bud5_flower_e.tif,3243.81,
27-02-19,5_2_20,bud4_flower_e.tif,2521.05,
27-02-19,5_2_20,bud3_flower_e.tif,2326.63,
27-02-19,5_2_20,bud2_flower_e.tif,3144.31,
27-02-19,5_2_20,bud1_flower_e.tif,2514.42,
27-02-65,5_2_20,bud10_flower_w.tif,8229.75,
27-02-65,5_2_20,bud9_flower_w.tif,10478,
27-02-65,5_2_20,bud8_flower_w.tif,9594.75,
27-02-65,5_2_20,bud7_flower_w.tif,6216.71,
27-02-65,5_2_20,bud6_flower_w.tif,10729.5,
27-02-65,5_2_20,bud5_flower_e.tif,8010.41,
27-02-65,5_2_20,bud4_flower_e.tif,8751.55,
27-02-65,5_2_20,bud3_flower_e.tif,8878.06,
27-02-65,5_2_20,bud2_flower_e.tif,12666.3,
27-02-65,5_2_20,bud1_flower_e.tif,10081.49,
27-03-08,5_2_20,bud10_flower_w.tif,3601.35,
27-03-08,5_2_20,bud9_flower_w.tif,4473.77,
27-03-08,5_2_20,bud8_flower_w.tif,5662.1,
27-03-08,5_2_20,bud7_flower_w.tif,3943.87,
27-03-08,5_2_20,bud6_flower_w.tif,4901.99,
27-03-08,5_2_20,bud5_flower_e.tif,4377.95,
27-03-08,5_2_20,bud4_flower_e.tif,4339.32,
27-03-08,5_2_20,bud3_flower_e.tif,5029.66,
27-03-08,5_2_20,bud2_flower_e.tif,4506.9,
