tree,date,Source,Length [µm],Comment
27-02-08,2_22_20,bud10_flower_w.tif,521.45,
27-02-08,2_22_20,bud9_flower_w.tif,492.93,
27-02-08,2_22_20,bud8_flower_w.tif,520.94,
27-02-08,2_22_20,bud7_flower_w.tif,543.14,
27-02-08,2_22_20,bud6_flower_w.tif,457.14,
27-02-08,2_22_20,bud5_flower_e.tif,425.49,
27-02-08,2_22_20,bud4_flower_e.tif,466.99,
27-02-08,2_22_20,bud3_flower_e.tif,443.98,
27-02-08,2_22_20,bud2_flower_e.tif,576.37,
27-02-08,2_22_20,bud1_flower_e.tif,457.36,
27-02-19,2_22_20,bud11_flower_w.tif,421.81,
27-02-19,2_22_20,bud10_flower_w.tif,360.64,
27-02-19,2_22_20,bud9_flower_w.tif,452.5,
27-02-19,2_22_20,bud8_flower_w.tif,471,
27-02-19,2_22_20,bud7_flower_w.tif,432.48,
27-02-19,2_22_20,bud6_flower_e.tif,419.37,
27-02-19,2_22_20,bud5_flower_e_side_squished_but_height_good.tif,404.32,
27-02-19,2_22_20,bud4_flower_e_small.tif,235.29,
27-02-19,2_22_20,bud3_flower_e.tif,392.86,
27-02-19,2_22_20,bud2_flower_e.tif,413.98,
27-02-19,2_22_20,bud1_flower_e.tif,421.45,
27-02-65,2_22_20,bud9_flower_w.tif,615.7,
27-02-65,2_22_20,bud8_flower_w.tif,586.94,
27-02-65,2_22_20,bud7_flower_w.tif,667.28,
27-02-65,2_22_20,bud6_flower_w.tif,544.65,
27-02-65,2_22_20,bud5_flower_w.tif,610.62,
27-02-65,2_22_20,bud4_flower_w.tif,622.77,
27-02-65,2_22_20,bud3_flower_e.tif,530.63,
27-02-65,2_22_20,bud2_flower_e.tif,587.86,
27-02-65,2_22_20,bud1_flower_e.tif,441.85,
27-03-08,2_22_20,bud10_flower_w.tif,495.5,
27-03-08,2_22_20,bud9_flower_w.tif,425.39,
27-03-08,2_22_20,bud8_flower_w.tif,440.74,
27-03-08,2_22_20,bud7_flower_w.tif,512.14,
27-03-08,2_22_20,bud6_flower_w.tif,529.46,
27-03-08,2_22_20,bud5_flower_e.tif,472.56,
27-03-08,2_22_20,bud4_flower_e.tif,471.77,
27-03-08,2_22_20,bud3_flower_e.tif,480.55,
27-03-08,2_22_20,bud2_flower_e.tif,456.61,
27-03-08,2_22_20,bud1_flower_e.tif,464.58,
27-03-25,2_22_20,bud10_flower_w.tif,507.13,
27-03-25,2_22_20,bud9_flower_w.tif,532.61,
27-03-25,2_22_20,bud8_flower_w.tif,562.66,
27-03-25,2_22_20,bud7_flower_w.tif,562.42,
27-03-25,2_22_20,bud6_flower_w.tif,593.23,
27-03-25,2_22_20,bud5_flower_e.tif,628.05,
27-03-25,2_22_20,bud4_flower_e.tif,637.26,
27-03-25,2_22_20,bud3_flower_e.tif,552.17,
27-03-25,2_22_20,bud2_flower_e.tif,533.22,
27-03-25,2_22_20,bud1_flower_e.tif,614.45,
27-03-27,2_22_20,bud10_flower_w.tif,503.67,
27-03-27,2_22_20,bud9_flower_w.tif,557.37,
27-03-27,2_22_20,bud8_flower_w.tif,550.01,
27-03-27,2_22_20,bud7_flower_w.tif,570.66,
27-03-27,2_22_20,bud6_flower_w.tif,507.39,
27-03-27,2_22_20,bud5_flower_e.tif,574.93,
27-03-27,2_22_20,bud4_flower_e.tif,513.22,
27-03-27,2_22_20,bud3_flower_e.tif,570.98,
27-03-27,2_22_20,bud2_flower_e.tif,553.09,
27-03-27,2_22_20,bud1_flower_e.tif,608.09,
27-03-28,2_22_20,bud10_flower_w.tif,545.79,
27-03-28,2_22_20,bud9_flower_w.tif,527.72,
27-03-28,2_22_20,bud8_flower_w.tif,402.4,
27-03-28,2_22_20,bud7_flower_w.tif,544.48,
27-03-28,2_22_20,bud6_flower_w.tif,541.19,
27-03-28,2_22_20,bud5_flower_e.tif,575.67,
27-03-28,2_22_20,bud4_flower_e.tif,622.5,
27-03-28,2_22_20,bud3_flower_e.tif,500.13,
27-03-28,2_22_20,bud2_flower_e.tif,581.52,
27-03-28,2_22_20,bud1_flower_e.tif,520.86,
27-03-46,2_22_20,bud10_flower_w.tif,517,
27-03-46,2_22_20,bud9_flower_w.tif,549.44,
27-03-46,2_22_20,bud8_flower_w.tif,466.5,
27-03-46,2_22_20,bud7_flower_w.tif,520.15,
27-03-46,2_22_20,bud6_flower_w.tif,528.48,
27-03-46,2_22_20,bud5_flower_e.tif,530.93,
27-03-46,2_22_20,bud4_flower_e.tif,565.83,
27-03-46,2_22_20,bud3_flower_e.tif,592.17,
27-03-46,2_22_20,bud2_flower_e.tif,571.59,
27-03-46,2_22_20,bud1_flower_e.tif,626.17,
27-04-12,2_22_20,bud11_flower_w.tif,462.88,
27-04-12,2_22_20,bud9_flower_w.tif,382.91,
27-04-12,2_22_20,bud8_flower_w.tif,426.76,
27-04-12,2_22_20,bud7_flower_w.tif,446.03,
27-04-12,2_22_20,bud6_flower_w.tif,397.59,
27-04-12,2_22_20,bud5_flower_e.tif,391.34,
27-04-12,2_22_20,bud4_flower_e.tif,447.25,
27-04-12,2_22_20,bud3_flower_e.tif,455.43,
27-04-12,2_22_20,bud2_flower_e.tif,439.39,
27-04-12,2_22_20,bud1_flower_e.tif,422.75,
27-04-34,2_22_20,bud7_flower_w.tif,595.11,
27-04-34,2_22_20,bud6_flower_w.tif,670.52,
27-04-34,2_22_20,bud5_flower_e.tif,653.11,
27-04-34,2_22_20,bud4_flower_e.tif,662.93,
27-04-34,2_22_20,bud3_flower_e.tif,699.42,
27-04-34,2_22_20,bud2_flower_e.tif,634.01,
27-04-34,2_22_20,bud1_flower_e.tif,561.67,
