bloom,tree,Source,Length,Comment,Collection,Days_from_Jan_1st,GDDs_from_Jan_1st_2018_C,Days_from_bloom_date_2018,GDDs_from_bloom_date_2018_C
late,27-04-12,bud4_flower_s_e.tif,0.150294512,p,23_Apr,477,2672,338,2410
late,27-04-12,bud3_flower_s_e.tif,0.124328326,p,23_Apr,477,2672,338,2410
late,27-04-12,bud2_flower_s_e.tif,0.126132809,p,23_Apr,477,2672,338,2410
late,27-04-12,bud1_flower_s_e.tif,0.142922344,p*,23_Apr,477,2672,338,2410
mid,balaton,bud10_longit_s_w2.tif,0.21835248,p,23_Apr,477,2672,345,2471
mid,balaton,bud10_flower_s_w.tif,0.216351942,p,23_Apr,477,2672,345,2471
mid,balaton,bud9_flower_s_w.tif,0.230067561,p,23_Apr,477,2672,345,2471
mid,balaton,bud8_flower_s_w.tif,0.216365938,p,23_Apr,477,2672,345,2471
mid,balaton,bud7_flower_s_w.tif,0.189850173,p,23_Apr,477,2672,345,2471
mid,balaton,bud6_flower_s_w.tif,0.267037985,p,23_Apr,477,2672,345,2471
mid,balaton,bud5_flower_s_e.tif,0.230782979,p,23_Apr,477,2672,345,2471
mid,balaton,bud4_flower_s_e.tif,0.242143232,p,23_Apr,477,2672,345,2471
mid,balaton,bud3_flower_s_e.tif,0.132194357,p,23_Apr,477,2672,345,2471
mid,balaton,bud2_flower_s_e.tif,0.183653447,p,23_Apr,477,2672,345,2471
mid,balaton,bud1_flower_s_e.tif,0.182955317,p,23_Apr,477,2672,345,2471
mid,mont,bud7_flower_s_w.tif,0.11264651,p,23_Apr,477,2672,345,2471
mid,mont,bud6_flower_s_w.tif,0.131476613,p,23_Apr,477,2672,345,2471
mid,mont,bud5_flower_s_w.tif,0.157860093,p,23_Apr,477,2672,345,2471
mid,mont,bud4_flower_s_e.tif,0.153817451,p,23_Apr,477,2672,345,2471
mid,mont,bud3_flower_s_e.tif,0.127707333,p,23_Apr,477,2672,345,2471
mid,mont,bud2_flower_s_e.tif,0.136442314,p,23_Apr,477,2672,345,2471
mid,mont,bud1_flower_s_e.tif,0.138171382,p,23_Apr,477,2672,345,2471
early,27-03-25,bud9_flower_s_w.tif,0.280871406,p,26_Apr,480,2691,350,2507
early,27-03-25,bud8_flower_s_w.tif,0.290156343,p,26_Apr,480,2691,350,2507
early,27-03-25,bud7_flower_s_w.tif,0.426592986,p,26_Apr,480,2691,350,2507
early,27-03-25,bud6_flower_s_w.tif,0.438365698,p,26_Apr,480,2691,350,2507
early,27-03-25,bud5_flower_s_w.tif,0.495051809,p*,26_Apr,480,2691,350,2507
early,27-03-25,bud4_flower_s_e.tif,0.370110655,p,26_Apr,480,2691,350,2507
early,27-03-25,bud3_flower_s_e.tif,0.478880751,p,26_Apr,480,2691,350,2507
early,27-03-25,bud2_flower_s_e.tif,0.379439037,p,26_Apr,480,2691,350,2507
early,27-03-25,bud1_flower_s_e.tif,0.461671138,p,26_Apr,480,2691,350,2507
early,27-03-25,bud10_flower_s_w.tif,0.42211499,p,26_Apr,480,2691,350,2507
early,27-03-46,bud10_flower_s_w.tif,0.222445728,p,26_Apr,480,2691,350,2507
early,27-03-46,bud9_flower_s_w.tif,0.289731252,p,26_Apr,480,2691,350,2507
early,27-03-46,bud8_flower_s_w.tif,0.283225876,p,26_Apr,480,2691,350,2507
early,27-03-46,bud7_flower_s_w.tif,0.346413399,p,26_Apr,480,2691,350,2507
early,27-03-46,bud6_flower_s_w.tif,0.416798683,p*,26_Apr,480,2691,350,2507
early,27-03-46,bud5_flower_s_e.tif,0.320671704,p,26_Apr,480,2691,350,2507
early,27-03-46,bud4_flower_s_e.tif,0.384259196,p,26_Apr,480,2691,350,2507
early,27-03-46,bud3_flower_s_e.tif,0.428322156,p*,26_Apr,480,2691,350,2507
early,27-03-46,bud2_flower_s_e.tif,0.347964539,p,26_Apr,480,2691,350,2507
early,27-03-46,bud1_flower_s_e.tif,0.379750303,p,26_Apr,480,2691,350,2507
early,27-04-34,bud10_flower_s_w.tif,0.234500798,p,26_Apr,480,2691,351,2500
early,27-04-34,bud9_flower_s_w.tif,0.248370462,p,26_Apr,480,2691,351,2500
early,27-04-34,bud8_flower_s_w.tif,0.314133881,p,26_Apr,480,2691,351,2500
early,27-04-34,bud7_flower_s_w.tif,0.259218003,p,26_Apr,480,2691,351,2500
early,27-04-34,bud6_flower_s_w.tif,0.307383741,p,26_Apr,480,2691,351,2500
early,27-04-34,bud5_flower_s_e.tif,0.322985583,p,26_Apr,480,2691,351,2500
early,27-04-34,bud4_flower_s_e.tif,0.331742521,p,26_Apr,480,2691,351,2500
early,27-04-34,bud3_flower_s_e.tif,0.394151821,p*,26_Apr,480,2691,351,2500
early,27-04-34,bud2_flower_s_e.tif,0.221954601,p,26_Apr,480,2691,351,2500
early,27-04-34,bud1_flower_s_e.tif,0.304940514,p,26_Apr,480,2691,351,2500
late,27-02-19,bud10_flower_s_w.tif,0.243717651,p,26_Apr,480,2691,340,2416
late,27-02-19,bud1_flower_s_e.tif,0.239217336,p,26_Apr,480,2691,340,2416
late,27-02-19,bud2_flower_s_e.tif,0.20177511,p,26_Apr,480,2691,340,2416
late,27-02-19,bud3_flower_s_e.tif,0.186953062,p,26_Apr,480,2691,340,2416
late,27-02-19,bud4_flower_s_e.tif,0.204958715,p,26_Apr,480,2691,340,2416
late,27-02-19,bud5_flower_s_e.tif,0.152164022,p,26_Apr,480,2691,340,2416
late,27-02-19,bud6_flower_s_w.tif,0.212767827,p,26_Apr,480,2691,340,2416
late,27-02-19,bud7_flower_s_w.tif,0.211522498,p,26_Apr,480,2691,340,2416
late,27-02-19,bud8_flower_s_w.tif,0.232728229,p,26_Apr,480,2691,340,2416
late,27-02-19,bud9_flower_s_w.tif,0.14708497,p,26_Apr,480,2691,340,2416
late,27-03-08,bud10_flower_s_w.tif,0.118697413,p,26_Apr,480,2691,343,2451
late,27-03-08,bud1_flower_s_e.tif,0.162007094,p,26_Apr,480,2691,343,2451
late,27-03-08,bud2_flower_s_e.tif,0.129597166,p,26_Apr,480,2691,343,2451
late,27-03-08,bud4_flower_s_e.tif,0.091846164,p,26_Apr,480,2691,343,2451
late,27-03-08,bud5_flower_s_e.tif,0.094357751,p,26_Apr,480,2691,343,2451
late,27-03-08,bud6_flower_s_w.tif,0.153939867,p,26_Apr,480,2691,343,2451
late,27-03-08,bud7_flower_s_w.tif,0.124104133,p,26_Apr,480,2691,343,2451
late,27-03-08,bud8_flower_s_w.tif,0.136731362,p,26_Apr,480,2691,343,2451
late,27-03-08,bud9_flower_s_w.tif,0.172737261,p*,26_Apr,480,2691,343,2451
late,27-04-12,bud10_flower_s_w.tif,0.166480473,p,26_Apr,480,2691,341,2429
late,27-04-12,bud9_flower_s_w.tif,0.172471641,p,26_Apr,480,2691,341,2429
late,27-04-12,bud8_flower_s_w.tif,0.14400646,p,26_Apr,480,2691,341,2429
late,27-04-12,bud7_flower_s_w.tif,0.154252963,p,26_Apr,480,2691,341,2429
late,27-04-12,bud6_flower_s_w.tif,0.181713374,p,26_Apr,480,2691,341,2429
late,27-04-12,bud5_flower_s_e.tif,0.174104056,p,26_Apr,480,2691,341,2429
late,27-04-12,bud4_flower_s_e.tif,0.157243197,p,26_Apr,480,2691,341,2429
late,27-04-12,bud3_flower_s_e.tif,0.173612816,p,26_Apr,480,2691,341,2429
late,27-04-12,bud2_flower_s_e.tif,0.152594693,p,26_Apr,480,2691,341,2429
late,27-04-12,bud1_flower_s_e.tif,0.212561649,p,26_Apr,480,2691,341,2429
mid,balaton,bud10_flower_s_w.tif,0.256395621,p,26_Apr,480,2691,348,2490
mid,balaton,bud9_flower_s_w.tif,0.233289002,p,26_Apr,480,2691,348,2490
mid,balaton,bud8_flower_s_w.tif,0.251018044,p,26_Apr,480,2691,348,2490
mid,balaton,bud7_flower_s_w.tif,0.33045502,p,26_Apr,480,2691,348,2490
mid,balaton,bud6_flower_s_w.tif,0.251129185,p,26_Apr,480,2691,348,2490
mid,balaton,bud5_flower_s_e.tif,0.291363038,p,26_Apr,480,2691,348,2490
mid,balaton,bud4_flower_s_e.tif,0.211919476,p,26_Apr,480,2691,348,2490
mid,balaton,bud3_flower_s_e.tif,0.289214313,p,26_Apr,480,2691,348,2490
mid,balaton,bud2_flower_s_e.tif,0.299345429,p,26_Apr,480,2691,348,2490
mid,balaton,bud1_flower_s_e.tif,0.271271221,p,26_Apr,480,2691,348,2490
mid,mont,bud10_flower_s_w.tif,0.179209717,p,26_Apr,480,2691,348,2490
mid,mont,bud9_flower_s_w.tif,0.291800666,p,26_Apr,480,2691,348,2490
mid,mont,bud8_flower_s_w.tif,0.22023694,p,26_Apr,480,2691,348,2490
mid,mont,bud7_flower_s_w.tif,0.187666892,p,26_Apr,480,2691,348,2490
mid,mont,bud6_flower_s_w.tif,0.185668906,p,26_Apr,480,2691,348,2490
mid,mont,bud5_flower_s_e.tif,0.178690404,p,26_Apr,480,2691,348,2490
mid,mont,bud4_flower_s_e.tif,0.18882479,p*,26_Apr,480,2691,348,2490
mid,mont,bud3_flower_s_e.tif,0.120290267,p,26_Apr,480,2691,348,2490
mid,mont,bud2_flower_s_e.tif,0.213810347,p,26_Apr,480,2691,348,2490
mid,mont,bud1_flower_s_e.tif,0.219999878,p,26_Apr,480,2691,348,2490
early,27-03-25,bud10_flower_s_w.tif,0.636365733,p*,4_May,488,2711,358,2527
early,27-03-25,bud1_longit_and_flower_s_e.tif,0.794818931,p,4_May,488,2711,358,2527
early,27-03-25,bud2_flower_s_e.tif,0.873588834,p*,4_May,488,2711,358,2527
early,27-03-25,bud3_flower_s_e.tif,0.608096121,p,4_May,488,2711,358,2527
early,27-03-25,bud4_flower_s_e.tif,0.670922539,p,4_May,488,2711,358,2527
early,27-03-25,bud5_longit_and_flower_s_e.tif,0.699165256,p,4_May,488,2711,358,2527
early,27-03-25,bud6_flower_s_w.tif,0.622340059,p,4_May,488,2711,358,2527
early,27-03-25,bud7_flower_s_w.tif,0.588221847,p,4_May,488,2711,358,2527
early,27-03-25,bud8_flower_s_w.tif,0.565303279,p,4_May,488,2711,358,2527
early,27-03-25,bud9_flower_s_w.tif,0.753396693,p,4_May,488,2711,358,2527
early,27-03-46,bud10_longit_and_flower_s_w.tif,0.596611591,p,4_May,488,2711,358,2527
early,27-03-46,bud1_flower_s_e.tif,0.740543256,p*,4_May,488,2711,358,2527
early,27-03-46,bud2_flower_s_e.tif,0.429259898,p,4_May,488,2711,358,2527
early,27-03-46,bud3_flower_s_e.tif,0.62565303,p,4_May,488,2711,358,2527
early,27-03-46,bud4_flower_s_e.tif,0.565869444,p,4_May,488,2711,358,2527
early,27-03-46,bud5_flower_s_e.tif,0.530393211,p,4_May,488,2711,358,2527
early,27-03-46,bud6_flower_s_w.tif,0.42625341,p,4_May,488,2711,358,2527
early,27-03-46,bud7_flower_s_w.tif,0.433428482,p,4_May,488,2711,358,2527
early,27-03-46,bud8_flower_s_w.tif,0.486741143,p,4_May,488,2711,358,2527
early,27-03-46,bud9_longit_and_flower_s_w.tif,0.600315505,p,4_May,488,2711,358,2527
early,27-04-34,bud10_longit_and_flower_s_w.tif,0.678503475,p,4_May,488,2711,359,2520
early,27-04-34,bud1_flower_s_e.tif,0.470384371,p,4_May,488,2711,359,2520
early,27-04-34,bud2_longit_and_flower_s_e.tif,0.536854972,p,4_May,488,2711,359,2520
early,27-04-34,bud3_longit_and_flower_s_e.tif,0.592153773,p,4_May,488,2711,359,2520
early,27-04-34,bud4_longit_and_flower_s_e.tif,0.637989743,p,4_May,488,2711,359,2520
early,27-04-34,bud5_flower_s_e.tif,0.374118005,p,4_May,488,2711,359,2520
early,27-04-34,bud6_flower_s_w.tif,0.583536724,p,4_May,488,2711,359,2520
early,27-04-34,bud7_flower_s_w.tif,0.647165704,p,4_May,488,2711,359,2520
early,27-04-34,bud8_flower_s_w.tif,0.514189046,p,4_May,488,2711,359,2520
early,27-04-34,bud9_flower_s_w.tif,0.692209398,p,4_May,488,2711,359,2520
late,27-02-19,bud10_flower_s_w.tif,0.241648692,p,4_May,488,2711,348,2436
late,27-02-19,bud1_flower_s_e.tif,0.274297391,p,4_May,488,2711,348,2436
late,27-02-19,bud2_flower_s_e.tif,0.347791557,p,4_May,488,2711,348,2436
late,27-02-19,bud3_flower_s_e.tif,0.378037452,p,4_May,488,2711,348,2436
late,27-02-19,bud4_flower_s_e.tif,0.294445581,p,4_May,488,2711,348,2436
late,27-02-19,bud5_flower_s_e.tif,0.367094153,p,4_May,488,2711,348,2436
late,27-02-19,bud6_flower_s_w.tif,0.227946781,p,4_May,488,2711,348,2436
late,27-02-19,bud7_flower_s_w.tif,0.31921159,p,4_May,488,2711,348,2436
late,27-02-19,bud8_flower_s_w.tif,0.27337822,p,4_May,488,2711,348,2436
late,27-02-19,bud9_flower_s_w.tif,0.280739277,p,4_May,488,2711,348,2436
late,27-03-08,bud10_flower_s_w.tif,0.254693898,p,4_May,488,2711,351,2471
late,27-03-08,bud1_flower_s_e.tif,0.200770755,p*,4_May,488,2711,351,2471
late,27-03-08,bud2_flower_s_e.tif,0.229878299,p,4_May,488,2711,351,2471
late,27-03-08,bud3_flower_s_e.tif,0.182023812,p,4_May,488,2711,351,2471
late,27-03-08,bud4_flower_s_e.tif,0.181457306,p,4_May,488,2711,351,2471
late,27-03-08,bud5_flower_s_e.tif,0.228191548,p,4_May,488,2711,351,2471
late,27-03-08,bud6_flower_s_w.tif,0.293031464,p,4_May,488,2711,351,2471
late,27-03-08,bud7_flower_s_w.tif,0.19988939,p,4_May,488,2711,351,2471
late,27-03-08,bud8_flower_s_w.tif,0.234539202,p,4_May,488,2711,351,2471
late,27-03-08,bud9_flower_s_w.tif,0.210915573,p,4_May,488,2711,351,2471
late,27-04-12,bud10_flower_s_w.tif,0.287551993,p,4_May,488,2711,349,2449
late,27-04-12,bud1_flower_s_e.tif,0.273297115,p,4_May,488,2711,349,2449
late,27-04-12,bud2_flower_s_e.tif,0.167616298,p,4_May,488,2711,349,2449
late,27-04-12,bud3_flower_s_e.tif,0.248649521,p,4_May,488,2711,349,2449
late,27-04-12,bud4_flower_s_e.tif,0.227642096,p,4_May,488,2711,349,2449
late,27-04-12,bud5_flower_s_e.tif,0.226189773,p,4_May,488,2711,349,2449
late,27-04-12,bud6_flower_s_w.tif,0.243998341,p,4_May,488,2711,349,2449
late,27-04-12,bud7_flower_s_w.tif,0.228816258,p,4_May,488,2711,349,2449
late,27-04-12,bud8_flower_s_w.tif,0.295815704,p,4_May,488,2711,349,2449
late,27-04-12,bud9_flower_s_w.tif,0.222412306,p,4_May,488,2711,349,2449
mid,balaton,bud10_flower_s_w.tif,0.506968278,p,4_May,488,2711,356,2510
mid,balaton,bud9_longit_and_flower_s_w.tif,0.416976203,p,4_May,488,2711,356,2510
mid,balaton,bud8_flower_s_w.tif,0.317230069,p,4_May,488,2711,356,2510
mid,balaton,bud7_longit_and_flower_s_w.tif,0.479135287,p,4_May,488,2711,356,2510
mid,balaton,bud6_longit_and_flower_s_w.tif,0.546911517,p,4_May,488,2711,356,2510
mid,balaton,bud5_flower_s_e.tif,0.261452946,p,4_May,488,2711,356,2510
mid,balaton,bud4_flower_s_e.tif,0.317429299,p,4_May,488,2711,356,2510
mid,balaton,bud3_flower_s_e.tif,0.245540853,p,4_May,488,2711,356,2510
mid,balaton,bud2_flower_s_e.tif,0.288739288,p,4_May,488,2711,356,2510
mid,balaton,bud1_flower_s_e.tif,0.485988157,p,4_May,488,2711,356,2510
mid,mont,bud10_longit_and_flower_s_w.tif,0.266121704,p,4_May,488,2711,356,2510
mid,mont,bud9_flower_s_w.tif,0.269875427,p,4_May,488,2711,356,2510
mid,mont,bud8_flower_s_w.tif,0.336620875,p,4_May,488,2711,356,2510
mid,mont,bud7_flower_s_w.tif,0.411504946,p,4_May,488,2711,356,2510
mid,mont,bud6_flower_s_w.tif,0.567502624,p,4_May,488,2711,356,2510
mid,mont,bud5_flower_s_e.tif,0.5805462,p,4_May,488,2711,356,2510
mid,mont,bud4_flower_s_e.tif,0.461076759,p,4_May,488,2711,356,2510
mid,mont,bud3_flower_s_e.tif,0.330903244,p,4_May,488,2711,356,2510
mid,mont,bud2_flower_s_e.tif,0.369828767,p,4_May,488,2711,356,2510
mid,mont,bud1_flower_s_e.tif,0.382318212,p,4_May,488,2711,356,2510
early,27-03-25,bud9_flower_s_w.tif,0.918268454,p,6_May,490,2730,360,2546
early,27-03-25,bud8_flower_s_w.tif,0.966556125,p,6_May,490,2730,360,2546
early,27-03-25,bud7_flower_s_w.tif,0.88454539,p*,6_May,490,2730,360,2546
early,27-03-25,bud6_flower_s_w.tif,0.94655772,p,6_May,490,2730,360,2546
early,27-03-25,bud5_flower_s_e.tif,0.94071843,p,6_May,490,2730,360,2546
early,27-03-25,bud4_flower_s_e.tif,0.922953334,p,6_May,490,2730,360,2546
early,27-03-25,bud3_flower_s_e.tif,0.88839446,p,6_May,490,2730,360,2546
early,27-03-25,bud2_flower_s_e.tif,0.959172449,p,6_May,490,2730,360,2546
early,27-03-25,bud1_flower_s_e.tif,1.000089891,p*,6_May,490,2730,360,2546
early,27-03-25,bud10_flower_s_w.tif,1.048172747,p*,6_May,490,2730,360,2546
early,27-03-46,bud10_flower_s_w.tif,0.69401074,p,6_May,490,2730,360,2546
early,27-03-46,bud9_flower_s_w.tif,0.810717632,p,6_May,490,2730,360,2546
early,27-03-46,bud8_flower_s_w.tif,0.80022601,p,6_May,490,2730,360,2546
early,27-03-46,bud7_flower_s_w.tif,0.605739453,p,6_May,490,2730,360,2546
early,27-03-46,bud6_flower_s_w.tif,0.748014104,p*,6_May,490,2730,360,2546
early,27-03-46,bud5_flower_s_e.tif,0.932617396,p,6_May,490,2730,360,2546
early,27-03-46,bud4_flower_s_e.tif,0.774554897,p,6_May,490,2730,360,2546
early,27-03-46,bud3_flower_s_e.tif,0.803058563,p,6_May,490,2730,360,2546
early,27-03-46,bud2_flower_s_e.tif,1.002565739,p,6_May,490,2730,360,2546
early,27-03-46,bud1_flower_s_e.tif,1.005187384,p,6_May,490,2730,360,2546
early,27-04-34,bud9_flower_ugly_but_okay_s_w.tif,0.759619255,p*,6_May,490,2730,361,2539
early,27-04-34,bud8_flower_s_w.tif,0.80925931,p,6_May,490,2730,361,2539
early,27-04-34,bud7_flower_s_w.tif,0.939223515,p,6_May,490,2730,361,2539
early,27-04-34,bud6_flower_s_w.tif,0.709064441,p,6_May,490,2730,361,2539
early,27-04-34,bud5_flower_s_e.tif,0.915500361,p*,6_May,490,2730,361,2539
early,27-04-34,bud4_longit_and_flower_s_e.tif,0.884049132,p,6_May,490,2730,361,2539
early,27-04-34,bud3_flower_s_e.tif,0.945964629,p,6_May,490,2730,361,2539
early,27-04-34,bud2_flower_s_e.tif,0.74149425,p,6_May,490,2730,361,2539
early,27-04-34,bud1_flower_s_e.tif,0.506789098,p*,6_May,490,2730,361,2539
late,27-02-19,bud10_flower_s_w.tif,0.334428981,p,6_May,490,2730,350,2455
late,27-02-19,bud9_flower_s_w.tif,0.42343924,p,6_May,490,2730,350,2455
late,27-02-19,bud8_flower_s_w.tif,0.50162041,p,6_May,490,2730,350,2455
late,27-02-19,bud7_flower_s_w.tif,0.450075439,p,6_May,490,2730,350,2455
late,27-02-19,bud6_flower_s_w.tif,0.454327567,p,6_May,490,2730,350,2455
late,27-02-19,bud5_flower_s_e.tif,0.188476228,p,6_May,490,2730,350,2455
late,27-02-19,bud4_flower_s_e.tif,0.340955426,p,6_May,490,2730,350,2455
late,27-02-19,bud3_flower_s_e.tif,0.373157169,p,6_May,490,2730,350,2455
late,27-02-19,bud2_flower_s_e.tif,0.372028246,p,6_May,490,2730,350,2455
late,27-02-19,bud1_flower_s_e.tif,0.352475267,p,6_May,490,2730,350,2455
late,27-03-08,bud10_flower_s_w.tif,0.35848712,p,6_May,490,2730,353,2490
late,27-03-08,bud9_flower_s_w.tif,0.372872825,p*,6_May,490,2730,353,2490
late,27-03-08,bud8_flower_s_w.tif,0.336461498,p,6_May,490,2730,353,2490
late,27-03-08,bud7_flower_s_w.tif,0.294572942,p,6_May,490,2730,353,2490
late,27-03-08,bud6_flower_s_w.tif,0.254121315,p,6_May,490,2730,353,2490
late,27-03-08,bud5_flower_s_e.tif,0.267783084,p,6_May,490,2730,353,2490
late,27-03-08,bud4_flower_s_e.tif,0.272452497,p,6_May,490,2730,353,2490
late,27-03-08,bud3_flower_s_e.tif,0.299277001,p,6_May,490,2730,353,2490
late,27-03-08,bud2_flower_s_e.tif,0.405423164,p*,6_May,490,2730,353,2490
late,27-03-08,bud1_flower_s_e.tif,0.293354226,p*,6_May,490,2730,353,2490
late,27-04-12,bud10_flower_s_w.tif,0.238173892,p,6_May,490,2730,351,2468
late,27-04-12,bud9_flower_s_w.tif,0.336766942,p,6_May,490,2730,351,2468
late,27-04-12,bud8_flower_s_w.tif,0.257716511,p,6_May,490,2730,351,2468
late,27-04-12,bud7_flower_s_w.tif,0.315470658,p,6_May,490,2730,351,2468
late,27-04-12,bud6_flower_s_w.tif,0.200318982,p,6_May,490,2730,351,2468
late,27-04-12,bud5_flower_s_e.tif,0.395697034,p,6_May,490,2730,351,2468
late,27-04-12,bud4_flower_s_e.tif,0.347410181,p,6_May,490,2730,351,2468
late,27-04-12,bud3_flower_s_e.tif,0.391733234,p,6_May,490,2730,351,2468
late,27-04-12,bud2_flower_s_e.tif,0.2654239,p,6_May,490,2730,351,2468
late,27-04-12,bud1_flower_s_e.tif,0.323137035,p,6_May,490,2730,351,2468
mid,balaton,bud1_flower_s_e.tif,0.50214229,p,6_May,490,2730,358,2529
mid,balaton,bud10_flower_s_w.tif,0.500099766,p,6_May,490,2730,358,2529
mid,balaton,bud2_flower_s_e.tif,0.570796122,p,6_May,490,2730,358,2529
mid,balaton,bud3_flower_s_e.tif,0.30651608,p*,6_May,490,2730,358,2529
mid,balaton,bud4_flower_s_e.tif,0.60924431,p,6_May,490,2730,358,2529
mid,balaton,bud5_flower_s_e.tif,0.498995766,p,6_May,490,2730,358,2529
mid,balaton,bud6_longit_and_flower_s_w.tif,0.666681138,p,6_May,490,2730,358,2529
mid,balaton,bud7_flower_s_w.tif,0.552868673,p,6_May,490,2730,358,2529
mid,balaton,bud8_flower_s_w.tif,0.664580985,p,6_May,490,2730,358,2529
mid,balaton,bud9_flower_s_w.tif,0.511743223,p,6_May,490,2730,358,2529
mid,mont,bud10_flower_s_w.tif,0.297993902,p*,6_May,490,2730,358,2529
mid,mont,bud9_flower_s_w.tif,0.418162674,p,6_May,490,2730,358,2529
mid,mont,bud8_flower_s_w.tif,0.342545194,p,6_May,490,2730,358,2529
mid,mont,bud7_longit_and_flower_s_w.tif,0.557122287,p,6_May,490,2730,358,2529
mid,mont,bud6_flower_s_w.tif,0.541851812,p,6_May,490,2730,358,2529
mid,mont,bud5_flower_s_e.tif,0.463871124,p,6_May,490,2730,358,2529
mid,mont,bud4_flower_s_e.tif,0.420267337,p,6_May,490,2730,358,2529
mid,mont,bud3_flower_s_e.tif,0.430570629,p,6_May,490,2730,358,2529
mid,mont,bud2_flower_s_e.tif,0.616273613,p,6_May,490,2730,358,2529
mid,mont,bud1_flower_s_e.tif,0.585006663,p,6_May,490,2730,358,2529
early,27-03-46,bud10_longit_and_flower_s_w.tif,0.864304221,p,8_May,492,2739,362,2555
early,27-03-46,bud9_flower_s_w.tif,0.668432897,p,8_May,492,2739,362,2555
early,27-03-46,bud8_flower_s_w.tif,0.892679326,p,8_May,492,2739,362,2555
early,27-03-46,bud7_longit_and_flower_s_w.tif,0.926207811,p,8_May,492,2739,362,2555
early,27-03-46,bud6_flower_s_w.tif,0.905921993,p,8_May,492,2739,362,2555
early,27-03-46,bud5_flower_s_e.tif,0.893864948,p,8_May,492,2739,362,2555
early,27-03-46,bud4_flower_s_e.tif,0.862880802,p,8_May,492,2739,362,2555
early,27-03-46,bud3_longit_and_flower_s_e.tif,1.034227983,p,8_May,492,2739,362,2555
early,27-03-46,bud2_flower_s_e.tif,0.874873147,p,8_May,492,2739,362,2555
early,27-03-46,bud1_flower_s_e.tif,0.937346441,p,8_May,492,2739,362,2555
early,27-04-34,bud10_flower_s_wA.tif,0.928852371,p,8_May,492,2739,363,2548
early,27-04-34,bud9_flower_s_wA.tif,0.947279072,p,8_May,492,2739,363,2548
early,27-04-34,bud8_flower_s_wA.tif,0.775869616,p,8_May,492,2739,363,2548
early,27-04-34,bud7_flower_s_wA.tif,0.925134024,p,8_May,492,2739,363,2548
early,27-04-34,bud6_flower_s_wA.tif,0.858542873,p,8_May,492,2739,363,2548
early,27-04-34,bud5_flower_s_eA.tif,0.920585367,p,8_May,492,2739,363,2548
early,27-04-34,bud4_flower_s_eA.tif,0.932643563,p,8_May,492,2739,363,2548
early,27-04-34,bud3_flower_s_eA.tif,0.95195666,p,8_May,492,2739,363,2548
early,27-04-34,bud2_flower_s_eA.tif,0.872158545,p,8_May,492,2739,363,2548
early,27-04-34,bud1_flower_s_eA.tif,0.972049139,p,8_May,492,2739,363,2548
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
early,27-03-25,x,1,p,8_May,492,2739,,
late,27-02-19,bud10_longit_and_flower_s_w.tif,0.34214365,p,8_May,492,2739,352,2464
late,27-02-19,bud8_flower_s_w.tif,0.42519522,p,8_May,492,2739,352,2464
late,27-02-19,bud7_flower_s_w.tif,0.417688105,p,8_May,492,2739,352,2464
late,27-02-19,bud6_flower_s_w.tif,0.559813723,p,8_May,492,2739,352,2464
late,27-02-19,bud5_flower_s_e.tif,0.305552508,p,8_May,492,2739,352,2464
late,27-02-19,bud4_flower_s_e.tif,0.34790357,p,8_May,492,2739,352,2464
late,27-02-19,bud3_flower_s_e.tif,0.661348652,p*,8_May,492,2739,352,2464
late,27-02-19,bud2_flower_s_e.tif,0.425130427,p,8_May,492,2739,352,2464
late,27-02-19,bud1_flower_s_e.tif,0.418993834,p,8_May,492,2739,352,2464
late,27-03-08,bud10_flower_s_w.tif,0.279265146,p,8_May,492,2739,355,2499
late,27-03-08,bud9_flower_s_w.tif,0.321072252,p,8_May,492,2739,355,2499
late,27-03-08,bud8_flower_s_w.tif,0.360209125,p,8_May,492,2739,355,2499
late,27-03-08,bud7_flower_s_w.tif,0.426550402,p*,8_May,492,2739,355,2499
late,27-03-08,bud6_flower_s_w.tif,0.298728123,p,8_May,492,2739,355,2499
late,27-03-08,bud5_flower_s_e.tif,0.34915255,p,8_May,492,2739,355,2499
late,27-03-08,bud4_flower_s_e.tif,0.21392498,p,8_May,492,2739,355,2499
late,27-03-08,bud3_flower_s_e.tif,0.315919609,p,8_May,492,2739,355,2499
late,27-03-08,bud2_flower_s_e.tif,0.361928092,p,8_May,492,2739,355,2499
late,27-03-08,bud1_flower_s_e.tif,0.325110121,p,8_May,492,2739,355,2499
late,27-04-12,bud10_flower_s_w.tif,0.329775463,p,8_May,492,2739,353,2477
late,27-04-12,bud9_flower_s_w.tif,0.43057419,p,8_May,492,2739,353,2477
late,27-04-12,bud8_flower_s_w.tif,0.396959458,p,8_May,492,2739,353,2477
late,27-04-12,bud7_flower_s_w.tif,0.438776385,p,8_May,492,2739,353,2477
late,27-04-12,bud6_flower_s_w.tif,0.409869891,p,8_May,492,2739,353,2477
late,27-04-12,bud5_flower_s_e.tif,0.422328311,p*,8_May,492,2739,353,2477
