gene_id	27_02_19_6_12_19_R1	27_02_19_6_12_19_R2	27_02_19_6_12_19_R3	27_02_19_6_29_19_R2	27_02_19_6_29_19_R3	27_02_19_7_18_19_R1	27_02_19_7_18_19_R2	27_02_19_7_18_19_R3	27_03_08_6_12_19_R1	27_03_08_6_12_19_R2	27_03_08_6_12_19_R3	27_03_08_6_29_19_R2	27_03_08_6_29_19_R3	27_03_08_7_18_19_R1	27_03_08_7_18_19_R2	27_03_08_7_18_19_R3	27_03_25_6_12_19_R1	27_03_25_6_12_19_R2	27_03_25_6_12_19_R3	27_03_25_6_29_19_R2	27_03_25_6_29_19_R3	27_03_25_7_18_19_R1	27_03_25_7_18_19_R2	27_03_25_7_18_19_R3	27_03_46_6_12_19_R1	27_03_46_6_12_19_R2	27_03_46_6_12_19_R3	27_03_46_6_29_19_R2	27_03_46_7_18_19_R1	27_03_46_7_18_19_R2	27_03_46_7_18_19_R3	27_04_12_6_12_19_R1	27_04_12_6_12_19_R2	27_04_12_6_12_19_R3	27_04_12_6_29_19_R2	27_04_12_6_29_19_R3	27_04_12_7_18_19_R1	27_04_12_7_18_19_R2	27_04_12_7_18_19_R3	27_04_34_6_12_19_R1	27_04_34_6_12_19_R3	27_04_34_6_29_19_R2	27_04_34_6_29_19_R3	27_04_34_7_18_19_R1	27_04_34_7_18_19_R2	27_04_34_7_18_19_R3
Pcer_001106	1.82395056446235	1.15186581055376	1.4926308004093	0.938534299219391	1.27108775362027	1.60716473071314	0.978210702599119	0.866355672562326	0.973340028649942	1.06010116369758	1.24014772992778	1.15181176513569	1.27147508543482	1.14112724931216	1.00316799987158	0.979724017463872	1.26077280394318	1.44548218653266	1.2518539840656	1.03524712332376	1.01231738222488	1.38194265617193	1.57553939523657	1.11950843550086	1.51279572590257	1.12172804892395	1.28872701082181	1.43344270204437	1.05960773881653	1.24166301994207	0.941121091074588	1.27240031602716	1.54232070935227	1.38160513385873	1.01200228566262	1.17785621586298	0.986612746325784	1.07689755446011	1.13333475885352	1.55372433666569	2.25837935924655	1.08413736392711	1.24362794233384	1.30231094069385	1.35112277915913	1.46209477528533
Pcer_004526	3.82438168461101	3.37521716630034	3.19907723996385	2.97337633132181	2.53766828230596	3.27050025442445	2.81569963518645	3.19641943706236	2.46899218378642	2.15929803970974	2.16102337198853	2.56870376239345	1.74015349438212	2.07145825991647	2.41503339087374	2.43437543336631	3.15478119452986	3.53534037888512	3.13891470719944	2.80413620109233	2.36855334158406	2.98717017316286	2.74550949206699	3.53358399010457	2.97483988968876	2.84892144102276	3.34998204914778	3.80063775522717	2.98611134044343	2.99537981144652	2.6050027120384	1.83344397168138	2.4174888764681	2.97726647530355	1.60214941575491	1.85165315731084	2.06692794722163	2.42402791235359	2.507410690339	3.29549984625659	4.11115223526055	2.74884851534209	2.4996056712399	3.39444889509707	3.37596179252003	3.92953418583464
Pcer_004529	2.15321045636007	1.72184277829415	1.98195274040224	1.51727064849141	1.34425730579548	1.74944504213969	1.4986187476448	1.92704357495319	1.26085556350996	0.965216124994978	1.04002791745755	1.28418854318256	0.769117453269311	1.2175360068321	0.979906452362147	1.00543905729554	1.58022143759185	1.96300519258392	1.55237135319892	1.45378617324739	1.17269202232789	1.47580045704226	1.48148930701232	1.83716900487185	1.32158089134637	1.34759017454379	1.97034210049882	2.06878142398758	0.93185300903052	1.49515235346948	1.28826882306489	0.982174347965763	1.1483331307336	1.44675661681448	0.644899769073625	0.618329879969203	0.887667775592145	1.02733896177532	0.980351513912573	2.37654338966124	3.46122590427813	1.95958084918847	1.90354440404139	2.21739587304929	2.42164473566306	2.8025809863484
Pcer_004530	1.50677375832402	1.58588162897716	1.05830509217217	1.10034112669939	0.700964545187823	0.793843284744598	0.585598160761858	0.384301394954734	0.815175857380055	0.718637523659196	0.562541218971997	0.573812817216767	0.434048677683328	0.260131774314775	0.531591316577433	0.418222715991427	0.580903026935793	1.20685514638416	1.41524521160592	0.937517051122183	0.226519446562105	0.458160652217205	0.619352082532932	1.13624809267	0.880400721766116	0.660830062661042	1.19477301574544	1.66533287289731	0.60017022666582	0.981722229189795	0.555020101067895	1.24987336904981	1.25245263463251	1.43812205019316	0.838548409617399	0.774776475092492	0.15525521246358	0.399465144270553	0.446041952581602	2.34848584874529	3.35751303061636	2.39509070731498	2.39928067631994	2.33386396845915	2.66038631244633	3.16733529992169
Pcer_004532	1.91459593698308	1.57682277435284	1.2814040126939	1.41718673977242	1.08191262220569	1.15931408397718	1.04752037751037	0.955369896548384	1.99707327782883	1.99461228213924	1.57970112435402	2.14661677893675	1.62192956584536	1.34094128339565	1.27084506891462	1.39437090783257	1.24657586780081	1.76591297450501	1.38371729333136	1.11204236675312	1.1667577345247	0.795242922639515	1.29954295033612	1.34438896743464	0.922603961436535	1.04598020376349	1.40431697375699	1.42501037962856	0.839064919689266	1.21164718082213	0.935910205143758	1.48719208331234	1.28834051490691	1.74808288340281	1.18041129929215	0.905175182417389	0.837532332456923	1.10009984836902	0.585975024872852	2.8804893091834	3.71626468226163	2.51329842828008	2.29405915021836	2.55481626760127	2.81161031701262	3.20811525706171
Pcer_004751	0.615669846167388	0.631893392109687	0.523059088857758	0.83876023262753	0.824972055410947	0.880572358362943	0.765215252101859	0.763942959166032	0.850821217496836	0.532209940707816	0.635411600191436	0.774522077398396	1.1217156716221	1.0174018717096	1.04938597940123	0.904403558551991	0.746999273428608	0.893511238104404	0.731787917867438	0.85658234019067	1.20448857129528	1.15133597622208	1.11403015352975	1.19927207318087	0.604847519543235	0.774352903976105	0.459980439488422	0.506169199429609	0.914788403944462	0.923039507570974	0.935517114742028	0.881354300067119	0.518309152186053	0.543665251800294	0.603360866081019	1.16047692566157	0.848797449726576	0.768899621262347	0.782952691984359	1.17132419153234	1.23612503683464	1.7893368704372	1.79338348313664	1.65924812760314	1.69016131146163	1.64025223685732
Pcer_004896	0.757733825539546	0.713660339682316	0.603580723950902	0.722193230007018	0.854833963920142	0.63687519725375	0.679933259986548	0.80953146063592	0.797781932915288	0.917390926438104	0.724205828344413	0.97009989879864	1.0177611709859	0.798353684358554	0.817295691301676	0.734213785160715	0.900984994395873	0.83456166977059	0.835330970502051	0.943068583475837	1.0844907135926	0.62137240745609	0.829187859789886	0.642647255582165	0.875091166082838	0.789846849122955	0.772421747134786	0.732416930972419	0.820858104573441	0.646519301965195	0.831314809213867	1.04055193879435	0.890617989113097	0.83180808222958	0.789889516157593	0.986396477220549	0.906709376940999	1.08646817990955	0.993720922201849	2.15270594384271	2.25239382273373	2.37610011081366	2.53119535458169	2.17819850177901	2.15421442665859	2.28430665553016
Pcer_004897	1.43183878738583	1.44764319122242	1.44328202427166	1.54031460386917	1.55648260609057	1.51338087380014	1.44444651714559	1.44928019308427	1.74186572133405	1.7789479173164	1.56441774289608	1.83148229988898	1.93845212126165	1.5472345826137	1.32770742743115	1.41012977715395	1.83894739812285	1.57065072129657	1.4071557414647	1.67864788035392	1.88044060417342	1.41200401732164	1.27965191302657	1.55261673584093	1.65201529336174	1.70745170690365	1.5604568900524	1.44414171813953	1.66945868137985	1.46278330009259	1.66616317692286	1.98607272620772	1.75165960973886	1.53070677760608	1.58670302225405	1.94610970057216	1.79924124415147	1.89128921896104	1.84350288729474	2.09993927047424	2.38264992349979	2.38926743252345	2.49385094670588	2.6874252277722	2.63596591325078	2.66805057667629
Pcer_004943	0.788845012490202	0.482006308036886	0.8279835338528	0.739353533371434	0.627782718426997	0.725780378214629	0.815132485413209	1.02147815255191	0.636248203651561	0.378403558467465	0.828527363118669	0.41230632022786	0.418596512591203	0.895923929461119	0.776316687006853	0.421193433625675	1.20052426494336	1.12629554676805	1.13976798750289	0.988573811352234	0.847666649518989	0.801507292926005	0.974540771895601	1.2676451066543	1.03376011834778	0.968462979868785	1.15196188408548	0.739459038167823	0.7808411578583	0.989878683126157	0.920653600705896	0.930415308724629	0.907777799468689	0.836133484307842	0.531715307061469	0.80389530694418	0.965020322780493	0.920290721239437	0.978646372260152	1.31297634609863	1.49745037538559	1.48117558529954	1.44962965867421	2.19362878689021	2.21678131383729	1.90483365786781
Pcer_005100	0.252681382462076	0.129905702747446	0.272135599865523	0.271492475294363	0.25721874124723	0.155380209360224	0.230322520737908	0.312849694158676	0.155827844029343	0.124520289309049	0.244545683034608	0.29609582733692	0.189570221629866	0.300100147996017	0.20894969342258	0.257105074524896	0.258328439161648	0.254347601334832	0.277474906119205	0.272941968930027	0.270287408683014	0.232450506929076	0.339518306920687	0.106149404403257	0.0879531833507557	0.0957927906017245	0.0787067387412419	0.0737029615765809	0.0943005794202359	0.127662956990155	0.143491500657617	0.301965082886405	0.183348529277148	0.270813087814939	0.228466956814634	0.266478864800678	0.238579797080715	0.205134354859111	0.251659479854875	1.69006666373513	1.62170318550211	1.78429400520123	1.81693099151311	1.8776667925302	1.98219482549875	1.93730797046494
